Julian Date	Pc Latitude (deg)	Radiance x10^2 (nWcm^(-2)sr^(-1)(cm^-1)^(-1)))	Uncertainty (x10^2 (nWcm^(-2)sr^(-1)(cm^-1)^(-1))) Wavelength (µm)
   2448080.5000  -49.0      2.77221      0.08964  18.72
   2448140.5000  -49.0      2.79124      0.08964  18.72
   2448200.5000  -49.0      2.82789      0.08964  18.72
   2448260.5000  -49.0      2.84994      0.08964  18.72
   2448320.5000  -49.0      2.87532      0.08964  18.72
   2448380.5000  -49.0      2.89749      0.08964  18.72
   2448440.5000  -49.0      2.91036      0.08964  18.72
   2448500.5000  -49.0      2.91115      0.08964  18.72
   2448560.5000  -49.0      2.90723      0.08964  18.72
   2448620.5000  -49.0      2.91506      0.08964  18.72
   2448680.5000  -49.0      2.92895      0.08964  18.72
   2448740.5000  -49.0      2.93659      0.08964  18.72
   2448800.5000  -49.0      2.95044      0.08964  18.72
   2448860.5000  -49.0      2.96714      0.08964  18.72
   2448920.5000  -49.0      2.98628      0.08964  18.72
   2448980.5000  -49.0      3.00720      0.08964  18.72
   2449040.5000  -49.0      3.02904      0.08964  18.72
   2449100.5000  -49.0      3.04858      0.08964  18.72
   2449160.5000  -49.0      3.06414      0.08964  18.72
   2449220.5000  -49.0      3.07569      0.08964  18.72
   2449280.5000  -49.0      3.08258      0.08964  18.72
   2449340.5000  -49.0      3.08455      0.08964  18.72
   2449400.5000  -49.0      3.08180      0.08964  18.72
   2449460.5000  -49.0      3.07502      0.08964  18.72
   2449520.5000  -49.0      3.06550      0.08964  18.72
   2449580.5000  -49.0      3.05052      0.08964  18.72
   2449640.5000  -49.0      3.04477      0.08964  18.72
   2449700.5000  -49.0      3.04558      0.08964  18.72
   2449760.5000  -49.0      3.04719      0.08964  18.72
   2449820.5000  -49.0      3.04532      0.08964  18.72
   2449880.5000  -49.0      3.04009      0.08964  18.72
   2449940.5000  -49.0      3.03192      0.08964  18.72
   2450000.5000  -49.0      3.02134      0.08964  18.72
   2450060.5000  -49.0      3.00570      0.08964  18.72
   2450120.5000  -49.0      2.99134      0.08964  18.72
   2450180.5000  -49.0      2.97956      0.08964  18.72
   2450240.5000  -49.0      2.97090      0.08964  18.72
   2450300.5000  -49.0      2.96421      0.08964  18.72
   2450360.5000  -49.0      2.96603      0.08964  18.72
   2450420.5000  -49.0      2.96502      0.08964  18.72
   2450480.5000  -49.0      2.96243      0.08964  18.72
   2450540.5000  -49.0      2.95740      0.08964  18.72
   2450600.5000  -49.0      2.94959      0.08964  18.72
   2450660.5000  -49.0      2.93696      0.08964  18.72
   2450720.5000  -49.0      2.92485      0.08964  18.72
   2450780.5000  -49.0      2.91041      0.08964  18.72
   2450840.5000  -49.0      2.89308      0.08964  18.72
   2450900.5000  -49.0      2.87465      0.08964  18.72
   2450960.5000  -49.0      2.85514      0.08964  18.72
   2451020.5000  -49.0      2.82765      0.08964  18.72
   2451080.5000  -49.0      2.81508      0.08964  18.72
   2451140.5000  -49.0      2.80776      0.08964  18.72
   2451200.5000  -49.0      2.81384      0.08964  18.72
   2451260.5000  -49.0      2.80710      0.08964  18.72
   2451320.5000  -49.0      2.81498      0.08964  18.72
   2451380.5000  -49.0      2.81069      0.08964  18.72
   2451440.5000  -49.0      2.79667      0.08964  18.72
   2451500.5000  -49.0      2.77290      0.08964  18.72
   2451560.5000  -49.0      2.74703      0.08964  18.72
   2451620.5000  -49.0      2.72647      0.08964  18.72
   2451680.5000  -49.0      2.70035      0.08964  18.72
   2451740.5000  -49.0      2.67419      0.08964  18.72
   2451800.5000  -49.0      2.65723      0.08964  18.72
   2451860.5000  -49.0      2.64154      0.08964  18.72
   2451920.5000  -49.0      2.63327      0.08964  18.72
   2451980.5000  -49.0      2.63218      0.08964  18.72
   2452040.5000  -49.0      2.63638      0.08964  18.72
   2452100.5000  -49.0      2.64395      0.08964  18.72
   2452160.5000  -49.0      2.65797      0.08964  18.72
   2452220.5000  -49.0      2.67234      0.08964  18.72
   2452280.5000  -49.0      2.68720      0.08964  18.72
   2452340.5000  -49.0      2.70336      0.08964  18.72
   2452400.5000  -49.0      2.71333      0.08964  18.72
   2452460.5000  -49.0      2.70035      0.08964  18.72
   2452520.5000  -49.0      2.68517      0.08964  18.72
   2452580.5000  -49.0      2.67262      0.08964  18.72
   2452640.5000  -49.0      2.67266      0.08964  18.72
   2452700.5000  -49.0      2.66960      0.08964  18.72
   2452760.5000  -49.0      2.69278      0.08964  18.72
   2452820.5000  -49.0      2.71290      0.08964  18.72
   2452880.5000  -49.0      2.73938      0.08964  18.72
   2452940.5000  -49.0      2.76923      0.08964  18.72
   2453000.5000  -49.0      2.80169      0.08964  18.72
   2453060.5000  -49.0      2.84004      0.08964  18.72
   2453120.5000  -49.0      2.86567      0.08964  18.72
   2453180.5000  -49.0      2.88165      0.08964  18.72
   2453240.5000  -49.0      2.88857      0.08964  18.72
   2453300.5000  -49.0      2.88932      0.08964  18.72
   2453360.5000  -49.0      2.88630      0.08964  18.72
   2453420.5000  -49.0      2.88083      0.08964  18.72
   2453480.5000  -49.0      2.87226      0.08964  18.72
   2453540.5000  -49.0      2.86565      0.08964  18.72
   2453600.5000  -49.0      2.86206      0.08964  18.72
   2453660.5000  -49.0      2.86412      0.08964  18.72
   2453720.5000  -49.0      2.87811      0.08964  18.72
   2453780.5000  -49.0      2.90438      0.08964  18.72
   2453840.5000  -49.0      2.93350      0.08964  18.72
   2453900.5000  -49.0      2.95142      0.08964  18.72
   2453960.5000  -49.0      2.96468      0.08964  18.72
   2454020.5000  -49.0      2.96850      0.08964  18.72
   2454080.5000  -49.0      2.97094      0.08964  18.72
   2454140.5000  -49.0      2.96343      0.08964  18.72
   2454200.5000  -49.0      2.94942      0.08964  18.72
   2454260.5000  -49.0      2.93355      0.08964  18.72
   2454320.5000  -49.0      2.91510      0.08964  18.72
   2454380.5000  -49.0      2.90390      0.08964  18.72
   2454440.5000  -49.0      2.89858      0.08964  18.72
   2454500.5000  -49.0      2.89808      0.08964  18.72
   2454560.5000  -49.0      2.89657      0.08964  18.72
   2454620.5000  -49.0      2.89201      0.08964  18.72
   2454680.5000  -49.0      2.88772      0.08964  18.72
   2454740.5000  -49.0      2.87480      0.08964  18.72
   2454800.5000  -49.0      2.86188      0.08964  18.72
   2454860.5000  -49.0      2.84441      0.08964  18.72
   2454920.5000  -49.0      2.82556      0.08964  18.72
   2454980.5000  -49.0      2.80962      0.08964  18.72
   2455040.5000  -49.0      2.79537      0.08964  18.72
   2455100.5000  -49.0      2.78085      0.08964  18.72
   2455160.5000  -49.0      2.77422      0.08964  18.72
   2455220.5000  -49.0      2.77229      0.08964  18.72
   2455280.5000  -49.0      2.77301      0.08964  18.72
   2455340.5000  -49.0      2.77486      0.08964  18.72
   2455400.5000  -49.0      2.77672      0.08964  18.72
   2455460.5000  -49.0      2.77619      0.08964  18.72
   2455520.5000  -49.0      2.77934      0.08964  18.72
   2455580.5000  -49.0      2.77418      0.08964  18.72
   2455640.5000  -49.0      2.76445      0.08964  18.72
   2455700.5000  -49.0      2.75032      0.08964  18.72
   2455760.5000  -49.0      2.72933      0.08964  18.72
   2455820.5000  -49.0      2.71114      0.08964  18.72
   2455880.5000  -49.0      2.69242      0.08964  18.72
   2455940.5000  -49.0      2.67446      0.08964  18.72
   2456000.5000  -49.0      2.65898      0.08964  18.72
   2456060.5000  -49.0      2.64795      0.08964  18.72
   2456120.5000  -49.0      2.64348      0.08964  18.72
   2456180.5000  -49.0      2.63662      0.08964  18.72
   2456240.5000  -49.0      2.63553      0.08964  18.72
   2456300.5000  -49.0      2.63316      0.08964  18.72
   2456360.5000  -49.0      2.63214      0.08964  18.72
   2456420.5000  -49.0      2.63137      0.08964  18.72
   2456480.5000  -49.0      2.63001      0.08964  18.72
   2456540.5000  -49.0      2.62716      0.08964  18.72
   2456600.5000  -49.0      2.62943      0.08964  18.72
   2456660.5000  -49.0      2.63357      0.08964  18.72
   2456720.5000  -49.0      2.64193      0.08964  18.72
   2456780.5000  -49.0      2.65039      0.08964  18.72
   2456840.5000  -49.0      2.65717      0.08964  18.72
   2456900.5000  -49.0      2.66035      0.08964  18.72
   2456960.5000  -49.0      2.65958      0.08964  18.72
   2457020.5000  -49.0      2.65852      0.08964  18.72
   2457080.5000  -49.0      2.65886      0.08964  18.72
   2457140.5000  -49.0      2.67208      0.08964  18.72
   2457200.5000  -49.0      2.68894      0.08964  18.72
   2457260.5000  -49.0      2.71151      0.08964  18.72
   2457320.5000  -49.0      2.73634      0.08964  18.72
   2457380.5000  -49.0      2.76315      0.08964  18.72
   2457440.5000  -49.0      2.78897      0.08964  18.72
   2457500.5000  -49.0      2.81188      0.08964  18.72
   2457560.5000  -49.0      2.83216      0.08964  18.72
   2457620.5000  -49.0      2.84244      0.08964  18.72
   2457680.5000  -49.0      2.84467      0.08964  18.72
   2457740.5000  -49.0      2.84154      0.08964  18.72
   2457800.5000  -49.0      2.83311      0.08964  18.72
   2457860.5000  -49.0      2.82263      0.08964  18.72
   2457920.5000  -49.0      2.81215      0.08964  18.72
   2457980.5000  -49.0      2.80427      0.08964  18.72
   2458040.5000  -49.0      2.80078      0.08964  18.72
   2458100.5000  -49.0      2.80347      0.08964  18.72
   2458160.5000  -49.0      2.81662      0.08964  18.72
   2458220.5000  -49.0      2.83553      0.08964  18.72
   2458280.5000  -49.0      2.85668      0.08964  18.72
   2458340.5000  -49.0      2.87661      0.08964  18.72
   2458400.5000  -49.0      2.89281      0.08964  18.72
   2458460.5000  -49.0      2.90417      0.08964  18.72
   2458520.5000  -49.0      2.90962      0.08964  18.72
   2458580.5000  -49.0      2.91692      0.08964  18.72
   2458640.5000  -49.0      2.91746      0.08964  18.72
   2445380.5000  -48.0      3.01913      0.09255  18.72
   2445440.5000  -48.0      3.01980      0.09255  18.72
   2445500.5000  -48.0      3.02740      0.09255  18.72
   2445560.5000  -48.0      3.04043      0.09255  18.72
   2445620.5000  -48.0      3.05457      0.09255  18.72
   2445680.5000  -48.0      3.05832      0.09255  18.72
   2445740.5000  -48.0      3.05734      0.09255  18.72
   2445800.5000  -48.0      3.05467      0.09255  18.72
   2445860.5000  -48.0      3.05239      0.09255  18.72
   2445920.5000  -48.0      3.05681      0.09255  18.72
   2445980.5000  -48.0      3.05692      0.09255  18.72
   2446040.5000  -48.0      3.05101      0.09255  18.72
   2446100.5000  -48.0      3.03840      0.09255  18.72
   2446160.5000  -48.0      3.02046      0.09255  18.72
   2446220.5000  -48.0      2.99808      0.09255  18.72
   2446280.5000  -48.0      2.97600      0.09255  18.72
   2446340.5000  -48.0      2.94761      0.09255  18.72
   2446400.5000  -48.0      2.91858      0.09255  18.72
   2446460.5000  -48.0      2.88674      0.09255  18.72
   2446520.5000  -48.0      2.86198      0.09255  18.72
   2446580.5000  -48.0      2.84668      0.09255  18.72
   2446640.5000  -48.0      2.83656      0.09255  18.72
   2446700.5000  -48.0      2.81905      0.09255  18.72
   2446760.5000  -48.0      2.81542      0.09255  18.72
   2446820.5000  -48.0      2.80457      0.09255  18.72
   2446880.5000  -48.0      2.79374      0.09255  18.72
   2446940.5000  -48.0      2.79473      0.09255  18.72
   2447000.5000  -48.0      2.80457      0.09255  18.72
   2447060.5000  -48.0      2.81307      0.09255  18.72
   2447120.5000  -48.0      2.81037      0.09255  18.72
   2447180.5000  -48.0      2.81693      0.09255  18.72
   2447240.5000  -48.0      2.83261      0.09255  18.72
   2447300.5000  -48.0      2.84349      0.09255  18.72
   2447360.5000  -48.0      2.86043      0.09255  18.72
   2447420.5000  -48.0      2.87206      0.09255  18.72
   2447480.5000  -48.0      2.88016      0.09255  18.72
   2447540.5000  -48.0      2.88450      0.09255  18.72
   2447600.5000  -48.0      2.88712      0.09255  18.72
   2447660.5000  -48.0      2.88729      0.09255  18.72
   2447720.5000  -48.0      2.88658      0.09255  18.72
   2447780.5000  -48.0      2.87902      0.09255  18.72
   2447840.5000  -48.0      2.86988      0.09255  18.72
   2447900.5000  -48.0      2.85590      0.09255  18.72
   2447960.5000  -48.0      2.84612      0.09255  18.72
   2448020.5000  -48.0      2.84054      0.09255  18.72
   2448080.5000  -48.0      2.84190      0.09255  18.72
   2448140.5000  -48.0      2.85344      0.09255  18.72
   2448200.5000  -48.0      2.87905      0.09255  18.72
   2448260.5000  -48.0      2.90052      0.09255  18.72
   2448320.5000  -48.0      2.92320      0.09255  18.72
   2448380.5000  -48.0      2.94574      0.09255  18.72
   2448440.5000  -48.0      2.96136      0.09255  18.72
   2448500.5000  -48.0      2.96621      0.09255  18.72
   2448560.5000  -48.0      2.96620      0.09255  18.72
   2448620.5000  -48.0      2.97614      0.09255  18.72
   2448680.5000  -48.0      2.99135      0.09255  18.72
   2448740.5000  -48.0      3.00068      0.09255  18.72
   2448800.5000  -48.0      3.01466      0.09255  18.72
   2448860.5000  -48.0      3.03042      0.09255  18.72
   2448920.5000  -48.0      3.04778      0.09255  18.72
   2448980.5000  -48.0      3.06661      0.09255  18.72
   2449040.5000  -48.0      3.08688      0.09255  18.72
   2449100.5000  -48.0      3.10456      0.09255  18.72
   2449160.5000  -48.0      3.11800      0.09255  18.72
   2449220.5000  -48.0      3.12763      0.09255  18.72
   2449280.5000  -48.0      3.13288      0.09255  18.72
   2449340.5000  -48.0      3.13360      0.09255  18.72
   2449400.5000  -48.0      3.13005      0.09255  18.72
   2449460.5000  -48.0      3.12294      0.09255  18.72
   2449520.5000  -48.0      3.11347      0.09255  18.72
   2449580.5000  -48.0      3.09869      0.09255  18.72
   2449640.5000  -48.0      3.09303      0.09255  18.72
   2449700.5000  -48.0      3.09371      0.09255  18.72
   2449760.5000  -48.0      3.09509      0.09255  18.72
   2449820.5000  -48.0      3.09290      0.09255  18.72
   2449880.5000  -48.0      3.08746      0.09255  18.72
   2449940.5000  -48.0      3.07897      0.09255  18.72
   2450000.5000  -48.0      3.06793      0.09255  18.72
   2450060.5000  -48.0      3.05170      0.09255  18.72
   2450120.5000  -48.0      3.03653      0.09255  18.72
   2450180.5000  -48.0      3.02379      0.09255  18.72
   2450240.5000  -48.0      3.01408      0.09255  18.72
   2450300.5000  -48.0      3.00690      0.09255  18.72
   2450360.5000  -48.0      3.00744      0.09255  18.72
   2450420.5000  -48.0      3.00446      0.09255  18.72
   2450480.5000  -48.0      3.00057      0.09255  18.72
   2450540.5000  -48.0      2.99483      0.09255  18.72
   2450600.5000  -48.0      2.98678      0.09255  18.72
   2450660.5000  -48.0      2.97443      0.09255  18.72
   2450720.5000  -48.0      2.96270      0.09255  18.72
   2450780.5000  -48.0      2.94868      0.09255  18.72
   2450840.5000  -48.0      2.93180      0.09255  18.72
   2450900.5000  -48.0      2.91352      0.09255  18.72
   2450960.5000  -48.0      2.89376      0.09255  18.72
   2451020.5000  -48.0      2.86633      0.09255  18.72
   2451080.5000  -48.0      2.85362      0.09255  18.72
   2451140.5000  -48.0      2.84661      0.09255  18.72
   2451200.5000  -48.0      2.85260      0.09255  18.72
   2451260.5000  -48.0      2.84568      0.09255  18.72
   2451320.5000  -48.0      2.85184      0.09255  18.72
   2451380.5000  -48.0      2.84671      0.09255  18.72
   2451440.5000  -48.0      2.83242      0.09255  18.72
   2451500.5000  -48.0      2.80872      0.09255  18.72
   2451560.5000  -48.0      2.78305      0.09255  18.72
   2451620.5000  -48.0      2.76288      0.09255  18.72
   2451680.5000  -48.0      2.73730      0.09255  18.72
   2451740.5000  -48.0      2.71190      0.09255  18.72
   2451800.5000  -48.0      2.69427      0.09255  18.72
   2451860.5000  -48.0      2.67700      0.09255  18.72
   2451920.5000  -48.0      2.66737      0.09255  18.72
   2451980.5000  -48.0      2.66415      0.09255  18.72
   2452040.5000  -48.0      2.66699      0.09255  18.72
   2452100.5000  -48.0      2.67413      0.09255  18.72
   2452160.5000  -48.0      2.68828      0.09255  18.72
   2452220.5000  -48.0      2.70328      0.09255  18.72
   2452280.5000  -48.0      2.72018      0.09255  18.72
   2452340.5000  -48.0      2.73680      0.09255  18.72
   2452400.5000  -48.0      2.74587      0.09255  18.72
   2452460.5000  -48.0      2.73236      0.09255  18.72
   2452520.5000  -48.0      2.71644      0.09255  18.72
   2452580.5000  -48.0      2.70348      0.09255  18.72
   2452640.5000  -48.0      2.70261      0.09255  18.72
   2452700.5000  -48.0      2.69821      0.09255  18.72
   2452760.5000  -48.0      2.71854      0.09255  18.72
   2452820.5000  -48.0      2.73678      0.09255  18.72
   2452880.5000  -48.0      2.76163      0.09255  18.72
   2452940.5000  -48.0      2.79041      0.09255  18.72
   2453000.5000  -48.0      2.82260      0.09255  18.72
   2453060.5000  -48.0      2.86265      0.09255  18.72
   2453120.5000  -48.0      2.88911      0.09255  18.72
   2453180.5000  -48.0      2.90618      0.09255  18.72
   2453240.5000  -48.0      2.91481      0.09255  18.72
   2453300.5000  -48.0      2.91794      0.09255  18.72
   2453360.5000  -48.0      2.91690      0.09255  18.72
   2453420.5000  -48.0      2.91206      0.09255  18.72
   2453480.5000  -48.0      2.90347      0.09255  18.72
   2453540.5000  -48.0      2.89806      0.09255  18.72
   2453600.5000  -48.0      2.89361      0.09255  18.72
   2453660.5000  -48.0      2.89556      0.09255  18.72
   2453720.5000  -48.0      2.90968      0.09255  18.72
   2453780.5000  -48.0      2.93450      0.09255  18.72
   2453840.5000  -48.0      2.96194      0.09255  18.72
   2453900.5000  -48.0      2.97904      0.09255  18.72
   2453960.5000  -48.0      2.99168      0.09255  18.72
   2454020.5000  -48.0      2.99671      0.09255  18.72
   2454080.5000  -48.0      3.00105      0.09255  18.72
   2454140.5000  -48.0      2.99654      0.09255  18.72
   2454200.5000  -48.0      2.98613      0.09255  18.72
   2454260.5000  -48.0      2.97393      0.09255  18.72
   2454320.5000  -48.0      2.95956      0.09255  18.72
   2454380.5000  -48.0      2.95110      0.09255  18.72
   2454440.5000  -48.0      2.94788      0.09255  18.72
   2454500.5000  -48.0      2.94912      0.09255  18.72
   2454560.5000  -48.0      2.94630      0.09255  18.72
   2454620.5000  -48.0      2.93931      0.09255  18.72
   2454680.5000  -48.0      2.93110      0.09255  18.72
   2454740.5000  -48.0      2.91536      0.09255  18.72
   2454800.5000  -48.0      2.89978      0.09255  18.72
   2454860.5000  -48.0      2.87946      0.09255  18.72
   2454920.5000  -48.0      2.85957      0.09255  18.72
   2454980.5000  -48.0      2.84561      0.09255  18.72
   2455040.5000  -48.0      2.83261      0.09255  18.72
   2455100.5000  -48.0      2.82217      0.09255  18.72
   2455160.5000  -48.0      2.81675      0.09255  18.72
   2455220.5000  -48.0      2.81451      0.09255  18.72
   2455280.5000  -48.0      2.81382      0.09255  18.72
   2455340.5000  -48.0      2.81330      0.09255  18.72
   2455400.5000  -48.0      2.81183      0.09255  18.72
   2455460.5000  -48.0      2.80862      0.09255  18.72
   2455520.5000  -48.0      2.80887      0.09255  18.72
   2455580.5000  -48.0      2.80199      0.09255  18.72
   2455640.5000  -48.0      2.79120      0.09255  18.72
   2455700.5000  -48.0      2.77652      0.09255  18.72
   2455760.5000  -48.0      2.75626      0.09255  18.72
   2455820.5000  -48.0      2.73870      0.09255  18.72
   2455880.5000  -48.0      2.72153      0.09255  18.72
   2455940.5000  -48.0      2.70565      0.09255  18.72
   2456000.5000  -48.0      2.69241      0.09255  18.72
   2456060.5000  -48.0      2.68322      0.09255  18.72
   2456120.5000  -48.0      2.67940      0.09255  18.72
   2456180.5000  -48.0      2.67358      0.09255  18.72
   2456240.5000  -48.0      2.67233      0.09255  18.72
   2456300.5000  -48.0      2.66852      0.09255  18.72
   2456360.5000  -48.0      2.66667      0.09255  18.72
   2456420.5000  -48.0      2.66533      0.09255  18.72
   2456480.5000  -48.0      2.66422      0.09255  18.72
   2456540.5000  -48.0      2.66313      0.09255  18.72
   2456600.5000  -48.0      2.66532      0.09255  18.72
   2456660.5000  -48.0      2.66889      0.09255  18.72
   2456720.5000  -48.0      2.67748      0.09255  18.72
   2456780.5000  -48.0      2.68391      0.09255  18.72
   2456840.5000  -48.0      2.68676      0.09255  18.72
   2456900.5000  -48.0      2.68714      0.09255  18.72
   2456960.5000  -48.0      2.68523      0.09255  18.72
   2457020.5000  -48.0      2.68439      0.09255  18.72
   2457080.5000  -48.0      2.68530      0.09255  18.72
   2457140.5000  -48.0      2.69787      0.09255  18.72
   2457200.5000  -48.0      2.71466      0.09255  18.72
   2457260.5000  -48.0      2.73818      0.09255  18.72
   2457320.5000  -48.0      2.76381      0.09255  18.72
   2457380.5000  -48.0      2.79083      0.09255  18.72
   2457440.5000  -48.0      2.81634      0.09255  18.72
   2457500.5000  -48.0      2.83831      0.09255  18.72
   2457560.5000  -48.0      2.85736      0.09255  18.72
   2457620.5000  -48.0      2.86638      0.09255  18.72
   2457680.5000  -48.0      2.86735      0.09255  18.72
   2457740.5000  -48.0      2.86382      0.09255  18.72
   2457800.5000  -48.0      2.85689      0.09255  18.72
   2457860.5000  -48.0      2.84722      0.09255  18.72
   2457920.5000  -48.0      2.83709      0.09255  18.72
   2457980.5000  -48.0      2.82938      0.09255  18.72
   2458040.5000  -48.0      2.82544      0.09255  18.72
   2458100.5000  -48.0      2.82873      0.09255  18.72
   2458160.5000  -48.0      2.84293      0.09255  18.72
   2458220.5000  -48.0      2.86073      0.09255  18.72
   2458280.5000  -48.0      2.88067      0.09255  18.72
   2458340.5000  -48.0      2.89927      0.09255  18.72
   2458400.5000  -48.0      2.91358      0.09255  18.72
   2458460.5000  -48.0      2.92369      0.09255  18.72
   2458520.5000  -48.0      2.92772      0.09255  18.72
   2458580.5000  -48.0      2.93255      0.09255  18.72
   2458640.5000  -48.0      2.93151      0.09255  18.72
   2458700.5000  -48.0      2.93014      0.09255  18.72
   2458760.5000  -48.0      2.92625      0.09255  18.72
   2445380.5000  -47.0      3.01825      0.09182  18.72
   2445440.5000  -47.0      3.01936      0.09182  18.72
   2445500.5000  -47.0      3.02772      0.09182  18.72
   2445560.5000  -47.0      3.04238      0.09182  18.72
   2445620.5000  -47.0      3.05699      0.09182  18.72
   2445680.5000  -47.0      3.06062      0.09182  18.72
   2445740.5000  -47.0      3.05975      0.09182  18.72
   2445800.5000  -47.0      3.05780      0.09182  18.72
   2445860.5000  -47.0      3.05628      0.09182  18.72
   2445920.5000  -47.0      3.06080      0.09182  18.72
   2445980.5000  -47.0      3.05928      0.09182  18.72
   2446040.5000  -47.0      3.05178      0.09182  18.72
   2446100.5000  -47.0      3.03889      0.09182  18.72
   2446160.5000  -47.0      3.02049      0.09182  18.72
   2446220.5000  -47.0      2.99743      0.09182  18.72
   2446280.5000  -47.0      2.97396      0.09182  18.72
   2446340.5000  -47.0      2.94507      0.09182  18.72
   2446400.5000  -47.0      2.91829      0.09182  18.72
   2446460.5000  -47.0      2.88798      0.09182  18.72
   2446520.5000  -47.0      2.86432      0.09182  18.72
   2446580.5000  -47.0      2.84986      0.09182  18.72
   2446640.5000  -47.0      2.84186      0.09182  18.72
   2446700.5000  -47.0      2.82593      0.09182  18.72
   2446760.5000  -47.0      2.82320      0.09182  18.72
   2446820.5000  -47.0      2.81330      0.09182  18.72
   2446880.5000  -47.0      2.80174      0.09182  18.72
   2446940.5000  -47.0      2.80240      0.09182  18.72
   2447000.5000  -47.0      2.81199      0.09182  18.72
   2447060.5000  -47.0      2.81879      0.09182  18.72
   2447120.5000  -47.0      2.81379      0.09182  18.72
   2447180.5000  -47.0      2.81866      0.09182  18.72
   2447240.5000  -47.0      2.83173      0.09182  18.72
   2447300.5000  -47.0      2.84146      0.09182  18.72
   2447360.5000  -47.0      2.85837      0.09182  18.72
   2447420.5000  -47.0      2.87004      0.09182  18.72
   2447480.5000  -47.0      2.87854      0.09182  18.72
   2447540.5000  -47.0      2.88348      0.09182  18.72
   2447600.5000  -47.0      2.88632      0.09182  18.72
   2447660.5000  -47.0      2.88654      0.09182  18.72
   2447720.5000  -47.0      2.88509      0.09182  18.72
   2447780.5000  -47.0      2.87810      0.09182  18.72
   2447840.5000  -47.0      2.87161      0.09182  18.72
   2447900.5000  -47.0      2.85890      0.09182  18.72
   2447960.5000  -47.0      2.85010      0.09182  18.72
   2448020.5000  -47.0      2.84520      0.09182  18.72
   2448080.5000  -47.0      2.84696      0.09182  18.72
   2448140.5000  -47.0      2.85882      0.09182  18.72
   2448200.5000  -47.0      2.88501      0.09182  18.72
   2448260.5000  -47.0      2.90747      0.09182  18.72
   2448320.5000  -47.0      2.92978      0.09182  18.72
   2448380.5000  -47.0      2.95150      0.09182  18.72
   2448440.5000  -47.0      2.96683      0.09182  18.72
   2448500.5000  -47.0      2.97146      0.09182  18.72
   2448560.5000  -47.0      2.97123      0.09182  18.72
   2448620.5000  -47.0      2.98152      0.09182  18.72
   2448680.5000  -47.0      2.99599      0.09182  18.72
   2448740.5000  -47.0      3.00562      0.09182  18.72
   2448800.5000  -47.0      3.01979      0.09182  18.72
   2448860.5000  -47.0      3.03578      0.09182  18.72
   2448920.5000  -47.0      3.05336      0.09182  18.72
   2448980.5000  -47.0      3.07225      0.09182  18.72
   2449040.5000  -47.0      3.09221      0.09182  18.72
   2449100.5000  -47.0      3.10982      0.09182  18.72
   2449160.5000  -47.0      3.12326      0.09182  18.72
