Julian Date	Pc Latitude (deg)	Radiance x10^2 (nWcm^(-2)sr^(-1)(cm^-1)^(-1)))	Uncertainty (x10^2 (nWcm^(-2)sr^(-1)(cm^-1)^(-1))) Wavelength (µm)
   2454440.5000  -49.0      5.93567      0.20878  24.50
   2454500.5000  -49.0      5.92903      0.20878  24.50
   2454560.5000  -49.0      5.92637      0.20878  24.50
   2454620.5000  -49.0      5.91564      0.20878  24.50
   2454680.5000  -49.0      5.91678      0.20878  24.50
   2454740.5000  -49.0      5.90355      0.20878  24.50
   2454800.5000  -49.0      5.89430      0.20878  24.50
   2454860.5000  -49.0      5.88368      0.20878  24.50
   2454920.5000  -49.0      5.87561      0.20878  24.50
   2454980.5000  -49.0      5.85069      0.20878  24.50
   2455040.5000  -49.0      5.82493      0.20878  24.50
   2455100.5000  -49.0      5.79657      0.20878  24.50
   2455160.5000  -49.0      5.78599      0.20878  24.50
   2455220.5000  -49.0      5.78154      0.20878  24.50
   2455280.5000  -49.0      5.77540      0.20878  24.50
   2455340.5000  -49.0      5.75773      0.20878  24.50
   2455400.5000  -49.0      5.71588      0.20878  24.50
   2455460.5000  -49.0      5.67434      0.20878  24.50
   2455520.5000  -49.0      5.66511      0.20878  24.50
   2455580.5000  -49.0      5.64663      0.20878  24.50
   2455640.5000  -49.0      5.62927      0.20878  24.50
   2455700.5000  -49.0      5.59846      0.20878  24.50
   2455760.5000  -49.0      5.54834      0.20878  24.50
   2455820.5000  -49.0      5.49769      0.20878  24.50
   2455880.5000  -49.0      5.45108      0.20878  24.50
   2455940.5000  -49.0      5.40911      0.20878  24.50
   2456000.5000  -49.0      5.37539      0.20878  24.50
   2456060.5000  -49.0      5.35334      0.20878  24.50
   2456120.5000  -49.0      5.34621      0.20878  24.50
   2456180.5000  -49.0      5.33230      0.20878  24.50
   2456240.5000  -49.0      5.33377      0.20878  24.50
   2456300.5000  -49.0      5.33959      0.20878  24.50
   2456360.5000  -49.0      5.35301      0.20878  24.50
   2456420.5000  -49.0      5.36830      0.20878  24.50
   2456480.5000  -49.0      5.38056      0.20878  24.50
   2456540.5000  -49.0      5.38346      0.20878  24.50
   2456600.5000  -49.0      5.39267      0.20878  24.50
   2456660.5000  -49.0      5.40015      0.20878  24.50
   2456720.5000  -49.0      5.40435      0.20878  24.50
   2456780.5000  -49.0      5.40905      0.20878  24.50
   2456840.5000  -49.0      5.41085      0.20878  24.50
   2456900.5000  -49.0      5.40852      0.20878  24.50
   2456960.5000  -49.0      5.40283      0.20878  24.50
   2457020.5000  -49.0      5.39916      0.20878  24.50
   2457080.5000  -49.0      5.39579      0.20878  24.50
   2457140.5000  -49.0      5.39732      0.20878  24.50
   2457200.5000  -49.0      5.39813      0.20878  24.50
   2457260.5000  -49.0      5.39805      0.20878  24.50
   2457320.5000  -49.0      5.40242      0.20878  24.50
   2457380.5000  -49.0      5.41462      0.20878  24.50
   2457440.5000  -49.0      5.43640      0.20878  24.50
   2457500.5000  -49.0      5.46806      0.20878  24.50
   2457560.5000  -49.0      5.50872      0.20878  24.50
   2457620.5000  -49.0      5.55661      0.20878  24.50
   2457680.5000  -49.0      5.60927      0.20878  24.50
   2457740.5000  -49.0      5.66384      0.20878  24.50
   2457800.5000  -49.0      5.71731      0.20878  24.50
   2457860.5000  -49.0      5.76676      0.20878  24.50
   2457920.5000  -49.0      5.79284      0.20878  24.50
   2457980.5000  -49.0      5.83155      0.20878  24.50
   2458040.5000  -49.0      5.87021      0.20878  24.50
   2458100.5000  -49.0      5.90255      0.20878  24.50
   2458160.5000  -49.0      5.92435      0.20878  24.50
   2458220.5000  -49.0      5.93578      0.20878  24.50
   2458280.5000  -49.0      5.93126      0.20878  24.50
   2458340.5000  -49.0      5.91042      0.20878  24.50
   2458400.5000  -49.0      5.87525      0.20878  24.50
   2458460.5000  -49.0      5.82930      0.20878  24.50
   2458520.5000  -49.0      5.77556      0.20878  24.50
   2458580.5000  -49.0      5.72619      0.20878  24.50
   2458640.5000  -49.0      5.67119      0.20878  24.50
   2458700.5000  -49.0      5.61525      0.20878  24.50
   2458760.5000  -49.0      5.56454      0.20878  24.50
   2449100.5000  -48.0      6.16335      0.20079  24.50
   2449160.5000  -48.0      6.16300      0.20079  24.50
   2449220.5000  -48.0      6.16266      0.20079  24.50
   2449280.5000  -48.0      6.16231      0.20079  24.50
   2449340.5000  -48.0      6.16197      0.20079  24.50
   2449400.5000  -48.0      6.14891      0.20079  24.50
   2449460.5000  -48.0      6.14691      0.20079  24.50
   2449520.5000  -48.0      6.15412      0.20079  24.50
   2449580.5000  -48.0      6.19366      0.20079  24.50
   2449640.5000  -48.0      6.20468      0.20079  24.50
   2449700.5000  -48.0      6.19700      0.20079  24.50
   2449760.5000  -48.0      6.17559      0.20079  24.50
   2449820.5000  -48.0      6.14500      0.20079  24.50
   2449880.5000  -48.0      6.10933      0.20079  24.50
   2449940.5000  -48.0      6.07221      0.20079  24.50
   2450000.5000  -48.0      6.03679      0.20079  24.50
   2450060.5000  -48.0      6.00567      0.20079  24.50
   2450120.5000  -48.0      5.98096      0.20079  24.50
   2450180.5000  -48.0      5.96415      0.20079  24.50
   2450240.5000  -48.0      5.95617      0.20079  24.50
   2450300.5000  -48.0      5.94615      0.20079  24.50
   2450360.5000  -48.0      5.95575      0.20079  24.50
   2450420.5000  -48.0      5.98544      0.20079  24.50
   2450480.5000  -48.0      6.02408      0.20079  24.50
   2450540.5000  -48.0      6.06134      0.20079  24.50
   2450600.5000  -48.0      6.08909      0.20079  24.50
   2450660.5000  -48.0      6.10163      0.20079  24.50
   2450720.5000  -48.0      6.08106      0.20079  24.50
   2450780.5000  -48.0      6.05057      0.20079  24.50
   2450840.5000  -48.0      5.98705      0.20079  24.50
   2450900.5000  -48.0      5.93017      0.20079  24.50
   2450960.5000  -48.0      5.87813      0.20079  24.50
   2451020.5000  -48.0      5.84520      0.20079  24.50
   2451080.5000  -48.0      5.81027      0.20079  24.50
   2451140.5000  -48.0      5.80940      0.20079  24.50
   2451200.5000  -48.0      5.83058      0.20079  24.50
   2451260.5000  -48.0      5.83590      0.20079  24.50
   2451320.5000  -48.0      5.83267      0.20079  24.50
   2451380.5000  -48.0      5.81699      0.20079  24.50
   2451440.5000  -48.0      5.79588      0.20079  24.50
   2451500.5000  -48.0      5.77324      0.20079  24.50
   2451560.5000  -48.0      5.75016      0.20079  24.50
   2451620.5000  -48.0      5.72411      0.20079  24.50
   2451680.5000  -48.0      5.69826      0.20079  24.50
   2451740.5000  -48.0      5.65937      0.20079  24.50
   2451800.5000  -48.0      5.62976      0.20079  24.50
   2451860.5000  -48.0      5.60782      0.20079  24.50
   2451920.5000  -48.0      5.59003      0.20079  24.50
   2451980.5000  -48.0      5.58310      0.20079  24.50
   2452040.5000  -48.0      5.56799      0.20079  24.50
   2452100.5000  -48.0      5.55166      0.20079  24.50
   2452160.5000  -48.0      5.53284      0.20079  24.50
   2452220.5000  -48.0      5.53952      0.20079  24.50
   2452280.5000  -48.0      5.54679      0.20079  24.50
   2452340.5000  -48.0      5.57427      0.20079  24.50
   2452400.5000  -48.0      5.58355      0.20079  24.50
   2452460.5000  -48.0      5.56790      0.20079  24.50
   2452520.5000  -48.0      5.57146      0.20079  24.50
   2452580.5000  -48.0      5.60620      0.20079  24.50
   2452640.5000  -48.0      5.66276      0.20079  24.50
   2452700.5000  -48.0      5.70685      0.20079  24.50
   2452760.5000  -48.0      5.76695      0.20079  24.50
   2452820.5000  -48.0      5.82397      0.20079  24.50
   2452880.5000  -48.0      5.87447      0.20079  24.50
   2452940.5000  -48.0      5.91680      0.20079  24.50
   2453000.5000  -48.0      5.95089      0.20079  24.50
   2453060.5000  -48.0      5.98361      0.20079  24.50
   2453120.5000  -48.0      6.01749      0.20079  24.50
   2453180.5000  -48.0      6.03373      0.20079  24.50
   2453240.5000  -48.0      6.05140      0.20079  24.50
   2453300.5000  -48.0      6.07214      0.20079  24.50
   2453360.5000  -48.0      6.09591      0.20079  24.50
   2453420.5000  -48.0      6.12269      0.20079  24.50
   2453480.5000  -48.0      6.13666      0.20079  24.50
   2453540.5000  -48.0      6.13098      0.20079  24.50
   2453600.5000  -48.0      6.11734      0.20079  24.50
   2453660.5000  -48.0      6.10835      0.20079  24.50
   2453720.5000  -48.0      6.11506      0.20079  24.50
   2453780.5000  -48.0      6.14327      0.20079  24.50
   2453840.5000  -48.0      6.16434      0.20079  24.50
   2453900.5000  -48.0      6.17297      0.20079  24.50
   2453960.5000  -48.0      6.15978      0.20079  24.50
   2454020.5000  -48.0      6.13423      0.20079  24.50
   2454080.5000  -48.0      6.13638      0.20079  24.50
   2454140.5000  -48.0      6.12680      0.20079  24.50
   2454200.5000  -48.0      6.11865      0.20079  24.50
   2454260.5000  -48.0      6.10039      0.20079  24.50
   2454320.5000  -48.0      6.06212      0.20079  24.50
   2454380.5000  -48.0      6.02643      0.20079  24.50
   2454440.5000  -48.0      6.00413      0.20079  24.50
   2454500.5000  -48.0      5.99610      0.20079  24.50
   2454560.5000  -48.0      5.98996      0.20079  24.50
   2454620.5000  -48.0      5.97482      0.20079  24.50
   2454680.5000  -48.0      5.97513      0.20079  24.50
   2454740.5000  -48.0      5.96246      0.20079  24.50
   2454800.5000  -48.0      5.95425      0.20079  24.50
   2454860.5000  -48.0      5.94501      0.20079  24.50
   2454920.5000  -48.0      5.93883      0.20079  24.50
   2454980.5000  -48.0      5.91738      0.20079  24.50
   2455040.5000  -48.0      5.89408      0.20079  24.50
   2455100.5000  -48.0      5.87261      0.20079  24.50
   2455160.5000  -48.0      5.86460      0.20079  24.50
   2455220.5000  -48.0      5.85945      0.20079  24.50
   2455280.5000  -48.0      5.85066      0.20079  24.50
   2455340.5000  -48.0      5.82970      0.20079  24.50
   2455400.5000  -48.0      5.78531      0.20079  24.50
   2455460.5000  -48.0      5.74014      0.20079  24.50
   2455520.5000  -48.0      5.72671      0.20079  24.50
   2455580.5000  -48.0      5.70785      0.20079  24.50
   2455640.5000  -48.0      5.69227      0.20079  24.50
   2455700.5000  -48.0      5.66386      0.20079  24.50
   2455760.5000  -48.0      5.61542      0.20079  24.50
   2455820.5000  -48.0      5.56765      0.20079  24.50
   2455880.5000  -48.0      5.52500      0.20079  24.50
   2455940.5000  -48.0      5.48739      0.20079  24.50
   2456000.5000  -48.0      5.45798      0.20079  24.50
   2456060.5000  -48.0      5.43970      0.20079  24.50
   2456120.5000  -48.0      5.43513      0.20079  24.50
   2456180.5000  -48.0      5.42352      0.20079  24.50
   2456240.5000  -48.0      5.42431      0.20079  24.50
   2456300.5000  -48.0      5.42672      0.20079  24.50
   2456360.5000  -48.0      5.43472      0.20079  24.50
   2456420.5000  -48.0      5.44422      0.20079  24.50
   2456480.5000  -48.0      5.45252      0.20079  24.50
   2456540.5000  -48.0      5.45649      0.20079  24.50
   2456600.5000  -48.0      5.46335      0.20079  24.50
   2456660.5000  -48.0      5.46849      0.20079  24.50
   2456720.5000  -48.0      5.47137      0.20079  24.50
   2456780.5000  -48.0      5.47342      0.20079  24.50
   2456840.5000  -48.0      5.47191      0.20079  24.50
   2456900.5000  -48.0      5.46612      0.20079  24.50
   2456960.5000  -48.0      5.45711      0.20079  24.50
   2457020.5000  -48.0      5.45059      0.20079  24.50
   2457080.5000  -48.0      5.44722      0.20079  24.50
   2457140.5000  -48.0      5.44703      0.20079  24.50
   2457200.5000  -48.0      5.44561      0.20079  24.50
   2457260.5000  -48.0      5.44425      0.20079  24.50
   2457320.5000  -48.0      5.44831      0.20079  24.50
   2457380.5000  -48.0      5.46112      0.20079  24.50
   2457440.5000  -48.0      5.48430      0.20079  24.50
   2457500.5000  -48.0      5.51797      0.20079  24.50
   2457560.5000  -48.0      5.56105      0.20079  24.50
   2457620.5000  -48.0      5.61151      0.20079  24.50
   2457680.5000  -48.0      5.66666      0.20079  24.50
   2457740.5000  -48.0      5.72343      0.20079  24.50
   2457800.5000  -48.0      5.77863      0.20079  24.50
   2457860.5000  -48.0      5.82923      0.20079  24.50
   2457920.5000  -48.0      5.85430      0.20079  24.50
   2457980.5000  -48.0      5.89443      0.20079  24.50
   2458040.5000  -48.0      5.93569      0.20079  24.50
   2458100.5000  -48.0      5.96792      0.20079  24.50
   2458160.5000  -48.0      5.98934      0.20079  24.50
   2458220.5000  -48.0      5.99685      0.20079  24.50
   2458280.5000  -48.0      5.98848      0.20079  24.50
   2458340.5000  -48.0      5.96626      0.20079  24.50
   2458400.5000  -48.0      5.93010      0.20079  24.50
   2458460.5000  -48.0      5.88410      0.20079  24.50
   2458520.5000  -48.0      5.83113      0.20079  24.50
   2458580.5000  -48.0      5.78241      0.20079  24.50
   2458640.5000  -48.0      5.72735      0.20079  24.50
   2458700.5000  -48.0      5.67316      0.20079  24.50
   2458760.5000  -48.0      5.62404      0.20079  24.50
   2449100.5000  -47.0      6.27346      0.20459  24.50
   2449160.5000  -47.0      6.27340      0.20459  24.50
   2449220.5000  -47.0      6.27334      0.20459  24.50
   2449280.5000  -47.0      6.27329      0.20459  24.50
   2449340.5000  -47.0      6.27324      0.20459  24.50
   2449400.5000  -47.0      6.25683      0.20459  24.50
   2449460.5000  -47.0      6.25536      0.20459  24.50
   2449520.5000  -47.0      6.26554      0.20459  24.50
   2449580.5000  -47.0      6.31281      0.20459  24.50
   2449640.5000  -47.0      6.32857      0.20459  24.50
   2449700.5000  -47.0      6.32022      0.20459  24.50
   2449760.5000  -47.0      6.29408      0.20459  24.50
   2449820.5000  -47.0      6.25592      0.20459  24.50
   2449880.5000  -47.0      6.21100      0.20459  24.50
   2449940.5000  -47.0      6.16397      0.20459  24.50
   2450000.5000  -47.0      6.11887      0.20459  24.50
   2450060.5000  -47.0      6.07912      0.20459  24.50
   2450120.5000  -47.0      6.04744      0.20459  24.50
   2450180.5000  -47.0      6.02580      0.20459  24.50
   2450240.5000  -47.0      6.01544      0.20459  24.50
   2450300.5000  -47.0      6.00425      0.20459  24.50
   2450360.5000  -47.0      6.01762      0.20459  24.50
   2450420.5000  -47.0      6.05280      0.20459  24.50
   2450480.5000  -47.0      6.09926      0.20459  24.50
   2450540.5000  -47.0      6.14525      0.20459  24.50
   2450600.5000  -47.0      6.18123      0.20459  24.50
   2450660.5000  -47.0      6.20008      0.20459  24.50
   2450720.5000  -47.0      6.18201      0.20459  24.50
   2450780.5000  -47.0      6.14925      0.20459  24.50
   2450840.5000  -47.0      6.07526      0.20459  24.50
   2450900.5000  -47.0      6.00979      0.20459  24.50
   2450960.5000  -47.0      5.95134      0.20459  24.50
   2451020.5000  -47.0      5.91665      0.20459  24.50
   2451080.5000  -47.0      5.87867      0.20459  24.50
   2451140.5000  -47.0      5.87341      0.20459  24.50
   2451200.5000  -47.0      5.89580      0.20459  24.50
   2451260.5000  -47.0      5.90169      0.20459  24.50
   2451320.5000  -47.0      5.89802      0.20459  24.50
   2451380.5000  -47.0      5.88464      0.20459  24.50
   2451440.5000  -47.0      5.86765      0.20459  24.50
   2451500.5000  -47.0      5.85003      0.20459  24.50
   2451560.5000  -47.0      5.83194      0.20459  24.50
   2451620.5000  -47.0      5.80883      0.20459  24.50
   2451680.5000  -47.0      5.78585      0.20459  24.50
   2451740.5000  -47.0      5.74734      0.20459  24.50
   2451800.5000  -47.0      5.71798      0.20459  24.50
   2451860.5000  -47.0      5.69260      0.20459  24.50
   2451920.5000  -47.0      5.66982      0.20459  24.50
   2451980.5000  -47.0      5.65739      0.20459  24.50
   2452040.5000  -47.0      5.63269      0.20459  24.50
   2452100.5000  -47.0      5.60608      0.20459  24.50
   2452160.5000  -47.0      5.57849      0.20459  24.50
   2452220.5000  -47.0      5.57986      0.20459  24.50
   2452280.5000  -47.0      5.58531      0.20459  24.50
   2452340.5000  -47.0      5.61635      0.20459  24.50
   2452400.5000  -47.0      5.63088      0.20459  24.50
   2452460.5000  -47.0      5.61896      0.20459  24.50
   2452520.5000  -47.0      5.62534      0.20459  24.50
   2452580.5000  -47.0      5.66234      0.20459  24.50
   2452640.5000  -47.0      5.72450      0.20459  24.50
   2452700.5000  -47.0      5.76933      0.20459  24.50
   2452760.5000  -47.0      5.82747      0.20459  24.50
   2452820.5000  -47.0      5.88574      0.20459  24.50
   2452880.5000  -47.0      5.93722      0.20459  24.50
   2452940.5000  -47.0      5.98033      0.20459  24.50
   2453000.5000  -47.0      6.01488      0.20459  24.50
   2453060.5000  -47.0      6.04859      0.20459  24.50
   2453120.5000  -47.0      6.08502      0.20459  24.50
   2453180.5000  -47.0      6.10504      0.20459  24.50
   2453240.5000  -47.0      6.12665      0.20459  24.50
   2453300.5000  -47.0      6.14982      0.20459  24.50
   2453360.5000  -47.0      6.17503      0.20459  24.50
   2453420.5000  -47.0      6.20244      0.20459  24.50
   2453480.5000  -47.0      6.20895      0.20459  24.50
   2453540.5000  -47.0      6.19935      0.20459  24.50
   2453600.5000  -47.0      6.18052      0.20459  24.50
   2453660.5000  -47.0      6.16792      0.20459  24.50
   2453720.5000  -47.0      6.17122      0.20459  24.50
   2453780.5000  -47.0      6.19831      0.20459  24.50
   2453840.5000  -47.0      6.21893      0.20459  24.50
   2453900.5000  -47.0      6.22814      0.20459  24.50
   2453960.5000  -47.0      6.21737      0.20459  24.50
   2454020.5000  -47.0      6.19421      0.20459  24.50
   2454080.5000  -47.0      6.20230      0.20459  24.50
   2454140.5000  -47.0      6.19531      0.20459  24.50
   2454200.5000  -47.0      6.18843      0.20459  24.50
   2454260.5000  -47.0      6.17270      0.20459  24.50
   2454320.5000  -47.0      6.13749      0.20459  24.50
   2454380.5000  -47.0      6.10473      0.20459  24.50
   2454440.5000  -47.0      6.08494      0.20459  24.50
   2454500.5000  -47.0      6.07974      0.20459  24.50
   2454560.5000  -47.0      6.07523      0.20459  24.50
   2454620.5000  -47.0      6.06232      0.20459  24.50
   2454680.5000  -47.0      6.06010      0.20459  24.50
   2454740.5000  -47.0      6.04749      0.20459  24.50
   2454800.5000  -47.0      6.04137      0.20459  24.50
   2454860.5000  -47.0      6.02971      0.20459  24.50
   2454920.5000  -47.0      6.01852      0.20459  24.50
   2454980.5000  -47.0      5.99711      0.20459  24.50
   2455040.5000  -47.0      5.97232      0.20459  24.50
   2455100.5000  -47.0      5.94965      0.20459  24.50
   2455160.5000  -47.0      5.93886      0.20459  24.50
   2455220.5000  -47.0      5.93068      0.20459  24.50
   2455280.5000  -47.0      5.91849      0.20459  24.50
   2455340.5000  -47.0      5.89379      0.20459  24.50
   2455400.5000  -47.0      5.84545      0.20459  24.50
   2455460.5000  -47.0      5.79580      0.20459  24.50
   2455520.5000  -47.0      5.78035      0.20459  24.50
   2455580.5000  -47.0      5.75738      0.20459  24.50
   2455640.5000  -47.0      5.73821      0.20459  24.50
   2455700.5000  -47.0      5.70878      0.20459  24.50
   2455760.5000  -47.0      5.66318      0.20459  24.50
   2455820.5000  -47.0      5.62026      0.20459  24.50
   2455880.5000  -47.0      5.58379      0.20459  24.50
   2455940.5000  -47.0      5.55278      0.20459  24.50
   2456000.5000  -47.0      5.52904      0.20459  24.50
   2456060.5000  -47.0      5.51372      0.20459  24.50
   2456120.5000  -47.0      5.50711      0.20459  24.50
   2456180.5000  -47.0      5.49744      0.20459  24.50
   2456240.5000  -47.0      5.50061      0.20459  24.50
   2456300.5000  -47.0      5.50193      0.20459  24.50
   2456360.5000  -47.0      5.50951      0.20459  24.50
   2456420.5000  -47.0      5.51802      0.20459  24.50
   2456480.5000  -47.0      5.52463      0.20459  24.50
   2456540.5000  -47.0      5.52593      0.20459  24.50
   2456600.5000  -47.0      5.53116      0.20459  24.50
   2456660.5000  -47.0      5.53510      0.20459  24.50
   2456720.5000  -47.0      5.53813      0.20459  24.50
   2456780.5000  -47.0      5.53932      0.20459  24.50
   2456840.5000  -47.0      5.53701      0.20459  24.50
   2456900.5000  -47.0      5.53084      0.20459  24.50
   2456960.5000  -47.0      5.52161      0.20459  24.50
   2457020.5000  -47.0      5.51593      0.20459  24.50
   2457080.5000  -47.0      5.51461      0.20459  24.50
   2457140.5000  -47.0      5.51687      0.20459  24.50
   2457200.5000  -47.0      5.51656      0.20459  24.50
   2457260.5000  -47.0      5.51384      0.20459  24.50
   2457320.5000  -47.0      5.51477      0.20459  24.50
   2457380.5000  -47.0      5.52334      0.20459  24.50
   2457440.5000  -47.0      5.54169      0.20459  24.50
   2457500.5000  -47.0      5.57042      0.20459  24.50
   2457560.5000  -47.0      5.60885      0.20459  24.50
   2457620.5000  -47.0      5.65526      0.20459  24.50
   2457680.5000  -47.0      5.70721      0.20459  24.50
   2457740.5000  -47.0      5.76179      0.20459  24.50
   2457800.5000  -47.0      5.81591      0.20459  24.50
   2457860.5000  -47.0      5.86657      0.20459  24.50
   2457920.5000  -47.0      5.89402      0.20459  24.50
   2457980.5000  -47.0      5.93689      0.20459  24.50
   2458040.5000  -47.0      5.97783      0.20459  24.50
   2458100.5000  -47.0      6.01322      0.20459  24.50
   2458160.5000  -47.0      6.03663      0.20459  24.50
   2458220.5000  -47.0      6.04464      0.20459  24.50
   2458280.5000  -47.0      6.03410      0.20459  24.50
   2458340.5000  -47.0      6.01010      0.20459  24.50
   2458400.5000  -47.0      5.97332      0.20459  24.50
   2458460.5000  -47.0      5.92637      0.20459  24.50
   2458520.5000  -47.0      5.87782      0.20459  24.50
   2458580.5000  -47.0      5.83397      0.20459  24.50
   2458640.5000  -47.0      5.78701      0.20459  24.50
   2458700.5000  -47.0      5.73624      0.20459  24.50
   2458760.5000  -47.0      5.68905      0.20459  24.50
   2449100.5000  -46.0      6.32303      0.20605  24.50
   2449160.5000  -46.0      6.32318      0.20605  24.50
   2449220.5000  -46.0      6.32333      0.20605  24.50
   2449280.5000  -46.0      6.32347      0.20605  24.50
   2449340.5000  -46.0      6.32362      0.20605  24.50
   2449400.5000  -46.0      6.30856      0.20605  24.50
   2449460.5000  -46.0      6.30633      0.20605  24.50
   2449520.5000  -46.0      6.31523      0.20605  24.50
   2449580.5000  -46.0      6.36314      0.20605  24.50
   2449640.5000  -46.0      6.37916      0.20605  24.50
   2449700.5000  -46.0      6.37113      0.20605  24.50
   2449760.5000  -46.0      6.34555      0.20605  24.50
   2449820.5000  -46.0      6.30832      0.20605  24.50
   2449880.5000  -46.0      6.26467      0.20605  24.50
   2449940.5000  -46.0      6.21924      0.20605  24.50
   2450000.5000  -46.0      6.17596      0.20605  24.50
   2450060.5000  -46.0      6.13811      0.20605  24.50
   2450120.5000  -46.0      6.10828      0.20605  24.50
   2450180.5000  -46.0      6.08830      0.20605  24.50
   2450240.5000  -46.0      6.07926      0.20605  24.50
   2450300.5000  -46.0      6.06975      0.20605  24.50
   2450360.5000  -46.0      6.08289      0.20605  24.50
   2450420.5000  -46.0      6.11794      0.20605  24.50
   2450480.5000  -46.0      6.16318      0.20605  24.50
