Julian Date	Pc Latitude (deg)	Radiance x10^2 (nWcm^(-2)sr^(-1)(cm^-1)^(-1)))	Uncertainty (x10^2 (nWcm^(-2)sr^(-1)(cm^-1)^(-1))) Wavelength (µm)
   2452040.5000  -49.0      0.80267      0.03660  13.04
   2452100.5000  -49.0      0.80661      0.03660  13.04
   2452160.5000  -49.0      0.80715      0.03660  13.04
   2452220.5000  -49.0      0.80899      0.03660  13.04
   2452280.5000  -49.0      0.80974      0.03660  13.04
   2452340.5000  -49.0      0.81023      0.03660  13.04
   2452400.5000  -49.0      0.81237      0.03660  13.04
   2452460.5000  -49.0      0.81226      0.03660  13.04
   2452520.5000  -49.0      0.81228      0.03660  13.04
   2452580.5000  -49.0      0.81512      0.03660  13.04
   2452640.5000  -49.0      0.82181      0.03660  13.04
   2452700.5000  -49.0      0.83103      0.03660  13.04
   2452760.5000  -49.0      0.84299      0.03660  13.04
   2452820.5000  -49.0      0.85732      0.03660  13.04
   2452880.5000  -49.0      0.87412      0.03660  13.04
   2452940.5000  -49.0      0.89190      0.03660  13.04
   2453000.5000  -49.0      0.90989      0.03660  13.04
   2453060.5000  -49.0      0.92782      0.03660  13.04
   2453120.5000  -49.0      0.94085      0.03660  13.04
   2453180.5000  -49.0      0.94812      0.03660  13.04
   2453240.5000  -49.0      0.95591      0.03660  13.04
   2453300.5000  -49.0      0.96158      0.03660  13.04
   2453360.5000  -49.0      0.96537      0.03660  13.04
   2453420.5000  -49.0      0.96896      0.03660  13.04
   2453480.5000  -49.0      0.97015      0.03660  13.04
   2453540.5000  -49.0      0.96960      0.03660  13.04
   2453600.5000  -49.0      0.96826      0.03660  13.04
   2453660.5000  -49.0      0.96578      0.03660  13.04
   2453720.5000  -49.0      0.96512      0.03660  13.04
   2453780.5000  -49.0      0.96631      0.03660  13.04
   2453840.5000  -49.0      0.96842      0.03660  13.04
   2453900.5000  -49.0      0.97206      0.03660  13.04
   2453960.5000  -49.0      0.97294      0.03660  13.04
   2454020.5000  -49.0      0.97259      0.03660  13.04
   2454080.5000  -49.0      0.96722      0.03660  13.04
   2454140.5000  -49.0      0.95525      0.03660  13.04
   2454200.5000  -49.0      0.94227      0.03660  13.04
   2454260.5000  -49.0      0.93038      0.03660  13.04
   2454320.5000  -49.0      0.92025      0.03660  13.04
   2454380.5000  -49.0      0.91196      0.03660  13.04
   2454440.5000  -49.0      0.90562      0.03660  13.04
   2454500.5000  -49.0      0.90220      0.03660  13.04
   2454560.5000  -49.0      0.90183      0.03660  13.04
   2454620.5000  -49.0      0.90356      0.03660  13.04
   2454680.5000  -49.0      0.91514      0.03660  13.04
   2454740.5000  -49.0      0.92707      0.03660  13.04
   2454800.5000  -49.0      0.93693      0.03660  13.04
   2454860.5000  -49.0      0.94419      0.03660  13.04
   2454920.5000  -49.0      0.94837      0.03660  13.04
   2454980.5000  -49.0      0.94842      0.03660  13.04
   2455040.5000  -49.0      0.94344      0.03660  13.04
   2455100.5000  -49.0      0.93209      0.03660  13.04
   2455160.5000  -49.0      0.91921      0.03660  13.04
   2455220.5000  -49.0      0.90498      0.03660  13.04
   2455280.5000  -49.0      0.89076      0.03660  13.04
   2455340.5000  -49.0      0.87890      0.03660  13.04
   2455400.5000  -49.0      0.86784      0.03660  13.04
   2455460.5000  -49.0      0.86117      0.03660  13.04
   2455520.5000  -49.0      0.85610      0.03660  13.04
   2455580.5000  -49.0      0.85314      0.03660  13.04
   2455640.5000  -49.0      0.85261      0.03660  13.04
   2455700.5000  -49.0      0.85394      0.03660  13.04
   2455760.5000  -49.0      0.85607      0.03660  13.04
   2455820.5000  -49.0      0.85738      0.03660  13.04
   2455880.5000  -49.0      0.85708      0.03660  13.04
   2455940.5000  -49.0      0.85609      0.03660  13.04
   2456000.5000  -49.0      0.85506      0.03660  13.04
   2456060.5000  -49.0      0.85537      0.03660  13.04
   2456120.5000  -49.0      0.85929      0.03660  13.04
   2456180.5000  -49.0      0.86241      0.03660  13.04
   2456240.5000  -49.0      0.86441      0.03660  13.04
   2456300.5000  -49.0      0.86614      0.03660  13.04
   2456360.5000  -49.0      0.86823      0.03660  13.04
   2456420.5000  -49.0      0.87071      0.03660  13.04
   2456480.5000  -49.0      0.87286      0.03660  13.04
   2456540.5000  -49.0      0.87423      0.03660  13.04
   2456600.5000  -49.0      0.87632      0.03660  13.04
   2456660.5000  -49.0      0.87832      0.03660  13.04
   2456720.5000  -49.0      0.88049      0.03660  13.04
   2456780.5000  -49.0      0.88224      0.03660  13.04
   2456840.5000  -49.0      0.88459      0.03660  13.04
   2456900.5000  -49.0      0.88612      0.03660  13.04
   2456960.5000  -49.0      0.88759      0.03660  13.04
   2457020.5000  -49.0      0.88933      0.03660  13.04
   2457080.5000  -49.0      0.89154      0.03660  13.04
   2457140.5000  -49.0      0.89396      0.03660  13.04
   2457200.5000  -49.0      0.89681      0.03660  13.04
   2457260.5000  -49.0      0.90009      0.03660  13.04
   2457320.5000  -49.0      0.90344      0.03660  13.04
   2457380.5000  -49.0      0.90626      0.03660  13.04
   2457440.5000  -49.0      0.90818      0.03660  13.04
   2457500.5000  -49.0      0.90907      0.03660  13.04
   2457560.5000  -49.0      0.90936      0.03660  13.04
   2457620.5000  -49.0      0.90787      0.03660  13.04
   2457680.5000  -49.0      0.90525      0.03660  13.04
   2457740.5000  -49.0      0.90226      0.03660  13.04
   2457800.5000  -49.0      0.89998      0.03660  13.04
   2457860.5000  -49.0      0.89856      0.03660  13.04
   2457920.5000  -49.0      0.89798      0.03660  13.04
   2457980.5000  -49.0      0.89850      0.03660  13.04
   2458040.5000  -49.0      0.90046      0.03660  13.04
   2458100.5000  -49.0      0.90378      0.03660  13.04
   2458160.5000  -49.0      0.90861      0.03660  13.04
   2458220.5000  -49.0      0.91399      0.03660  13.04
   2458280.5000  -49.0      0.92007      0.03660  13.04
   2458340.5000  -49.0      0.92487      0.03660  13.04
   2458400.5000  -49.0      0.92901      0.03660  13.04
   2458460.5000  -49.0      0.93230      0.03660  13.04
   2458520.5000  -49.0      0.93432      0.03660  13.04
   2458580.5000  -49.0      0.93477      0.03660  13.04
   2458640.5000  -49.0      0.93426      0.03660  13.04
   2458700.5000  -49.0      0.93326      0.03660  13.04
   2458760.5000  -49.0      0.93214      0.03660  13.04
   2449100.5000  -48.0      0.90587      0.03643  13.04
   2449160.5000  -48.0      0.90574      0.03643  13.04
   2449220.5000  -48.0      0.90534      0.03643  13.04
   2449280.5000  -48.0      0.90472      0.03643  13.04
   2449340.5000  -48.0      0.90396      0.03643  13.04
   2449400.5000  -48.0      0.90318      0.03643  13.04
   2449460.5000  -48.0      0.90248      0.03643  13.04
   2449520.5000  -48.0      0.90199      0.03643  13.04
   2449580.5000  -48.0      0.90260      0.03643  13.04
   2449640.5000  -48.0      0.90259      0.03643  13.04
   2449700.5000  -48.0      0.90214      0.03643  13.04
   2449760.5000  -48.0      0.90223      0.03643  13.04
   2449820.5000  -48.0      0.90339      0.03643  13.04
   2449880.5000  -48.0      0.90626      0.03643  13.04
   2449940.5000  -48.0      0.91042      0.03643  13.04
   2450000.5000  -48.0      0.91512      0.03643  13.04
   2450060.5000  -48.0      0.91974      0.03643  13.04
   2450120.5000  -48.0      0.92315      0.03643  13.04
   2450180.5000  -48.0      0.92597      0.03643  13.04
   2450240.5000  -48.0      0.92846      0.03643  13.04
   2450300.5000  -48.0      0.92770      0.03643  13.04
   2450360.5000  -48.0      0.93243      0.03643  13.04
   2450420.5000  -48.0      0.93868      0.03643  13.04
   2450480.5000  -48.0      0.94257      0.03643  13.04
   2450540.5000  -48.0      0.94402      0.03643  13.04
   2450600.5000  -48.0      0.94303      0.03643  13.04
   2450660.5000  -48.0      0.94024      0.03643  13.04
   2450720.5000  -48.0      0.93332      0.03643  13.04
   2450780.5000  -48.0      0.92703      0.03643  13.04
   2450840.5000  -48.0      0.91978      0.03643  13.04
   2450900.5000  -48.0      0.91157      0.03643  13.04
   2450960.5000  -48.0      0.90521      0.03643  13.04
   2451020.5000  -48.0      0.89748      0.03643  13.04
   2451080.5000  -48.0      0.88723      0.03643  13.04
   2451140.5000  -48.0      0.87726      0.03643  13.04
   2451200.5000  -48.0      0.86887      0.03643  13.04
   2451260.5000  -48.0      0.86279      0.03643  13.04
   2451320.5000  -48.0      0.85794      0.03643  13.04
   2451380.5000  -48.0      0.85137      0.03643  13.04
   2451440.5000  -48.0      0.84442      0.03643  13.04
   2451500.5000  -48.0      0.83763      0.03643  13.04
   2451560.5000  -48.0      0.83058      0.03643  13.04
   2451620.5000  -48.0      0.82609      0.03643  13.04
   2451680.5000  -48.0      0.81910      0.03643  13.04
   2451740.5000  -48.0      0.81002      0.03643  13.04
   2451800.5000  -48.0      0.80773      0.03643  13.04
   2451860.5000  -48.0      0.80799      0.03643  13.04
   2451920.5000  -48.0      0.80916      0.03643  13.04
   2451980.5000  -48.0      0.81380      0.03643  13.04
   2452040.5000  -48.0      0.81841      0.03643  13.04
   2452100.5000  -48.0      0.82225      0.03643  13.04
   2452160.5000  -48.0      0.82332      0.03643  13.04
   2452220.5000  -48.0      0.82586      0.03643  13.04
   2452280.5000  -48.0      0.82713      0.03643  13.04
   2452340.5000  -48.0      0.82801      0.03643  13.04
   2452400.5000  -48.0      0.83019      0.03643  13.04
   2452460.5000  -48.0      0.83003      0.03643  13.04
   2452520.5000  -48.0      0.82998      0.03643  13.04
   2452580.5000  -48.0      0.83277      0.03643  13.04
   2452640.5000  -48.0      0.83929      0.03643  13.04
   2452700.5000  -48.0      0.84820      0.03643  13.04
   2452760.5000  -48.0      0.85978      0.03643  13.04
   2452820.5000  -48.0      0.87308      0.03643  13.04
   2452880.5000  -48.0      0.88843      0.03643  13.04
   2452940.5000  -48.0      0.90470      0.03643  13.04
   2453000.5000  -48.0      0.92139      0.03643  13.04
   2453060.5000  -48.0      0.93827      0.03643  13.04
   2453120.5000  -48.0      0.95077      0.03643  13.04
   2453180.5000  -48.0      0.95804      0.03643  13.04
   2453240.5000  -48.0      0.96599      0.03643  13.04
   2453300.5000  -48.0      0.97219      0.03643  13.04
   2453360.5000  -48.0      0.97674      0.03643  13.04
   2453420.5000  -48.0      0.98135      0.03643  13.04
   2453480.5000  -48.0      0.98370      0.03643  13.04
   2453540.5000  -48.0      0.98418      0.03643  13.04
   2453600.5000  -48.0      0.98324      0.03643  13.04
   2453660.5000  -48.0      0.98033      0.03643  13.04
   2453720.5000  -48.0      0.97925      0.03643  13.04
   2453780.5000  -48.0      0.98003      0.03643  13.04
   2453840.5000  -48.0      0.98157      0.03643  13.04
   2453900.5000  -48.0      0.98432      0.03643  13.04
   2453960.5000  -48.0      0.98409      0.03643  13.04
   2454020.5000  -48.0      0.98291      0.03643  13.04
   2454080.5000  -48.0      0.97713      0.03643  13.04
   2454140.5000  -48.0      0.96561      0.03643  13.04
   2454200.5000  -48.0      0.95303      0.03643  13.04
   2454260.5000  -48.0      0.94178      0.03643  13.04
   2454320.5000  -48.0      0.93214      0.03643  13.04
   2454380.5000  -48.0      0.92431      0.03643  13.04
   2454440.5000  -48.0      0.91798      0.03643  13.04
   2454500.5000  -48.0      0.91413      0.03643  13.04
   2454560.5000  -48.0      0.91373      0.03643  13.04
   2454620.5000  -48.0      0.91543      0.03643  13.04
   2454680.5000  -48.0      0.92677      0.03643  13.04
   2454740.5000  -48.0      0.93907      0.03643  13.04
   2454800.5000  -48.0      0.94876      0.03643  13.04
   2454860.5000  -48.0      0.95636      0.03643  13.04
   2454920.5000  -48.0      0.96114      0.03643  13.04
   2454980.5000  -48.0      0.96164      0.03643  13.04
   2455040.5000  -48.0      0.95673      0.03643  13.04
   2455100.5000  -48.0      0.94552      0.03643  13.04
   2455160.5000  -48.0      0.93306      0.03643  13.04
   2455220.5000  -48.0      0.91911      0.03643  13.04
   2455280.5000  -48.0      0.90492      0.03643  13.04
   2455340.5000  -48.0      0.89273      0.03643  13.04
   2455400.5000  -48.0      0.88109      0.03643  13.04
   2455460.5000  -48.0      0.87389      0.03643  13.04
   2455520.5000  -48.0      0.86825      0.03643  13.04
   2455580.5000  -48.0      0.86489      0.03643  13.04
   2455640.5000  -48.0      0.86409      0.03643  13.04
   2455700.5000  -48.0      0.86533      0.03643  13.04
   2455760.5000  -48.0      0.86753      0.03643  13.04
   2455820.5000  -48.0      0.86907      0.03643  13.04
   2455880.5000  -48.0      0.86880      0.03643  13.04
   2455940.5000  -48.0      0.86777      0.03643  13.04
   2456000.5000  -48.0      0.86666      0.03643  13.04
   2456060.5000  -48.0      0.86687      0.03643  13.04
   2456120.5000  -48.0      0.87073      0.03643  13.04
   2456180.5000  -48.0      0.87410      0.03643  13.04
   2456240.5000  -48.0      0.87572      0.03643  13.04
   2456300.5000  -48.0      0.87731      0.03643  13.04
   2456360.5000  -48.0      0.87880      0.03643  13.04
   2456420.5000  -48.0      0.88053      0.03643  13.04
   2456480.5000  -48.0      0.88204      0.03643  13.04
   2456540.5000  -48.0      0.88324      0.03643  13.04
   2456600.5000  -48.0      0.88504      0.03643  13.04
   2456660.5000  -48.0      0.88666      0.03643  13.04
   2456720.5000  -48.0      0.88876      0.03643  13.04
   2456780.5000  -48.0      0.88989      0.03643  13.04
   2456840.5000  -48.0      0.89177      0.03643  13.04
   2456900.5000  -48.0      0.89253      0.03643  13.04
   2456960.5000  -48.0      0.89363      0.03643  13.04
   2457020.5000  -48.0      0.89518      0.03643  13.04
   2457080.5000  -48.0      0.89699      0.03643  13.04
   2457140.5000  -48.0      0.89937      0.03643  13.04
   2457200.5000  -48.0      0.90244      0.03643  13.04
   2457260.5000  -48.0      0.90584      0.03643  13.04
   2457320.5000  -48.0      0.90916      0.03643  13.04
   2457380.5000  -48.0      0.91193      0.03643  13.04
   2457440.5000  -48.0      0.91388      0.03643  13.04
   2457500.5000  -48.0      0.91493      0.03643  13.04
   2457560.5000  -48.0      0.91581      0.03643  13.04
   2457620.5000  -48.0      0.91450      0.03643  13.04
   2457680.5000  -48.0      0.91216      0.03643  13.04
   2457740.5000  -48.0      0.90940      0.03643  13.04
   2457800.5000  -48.0      0.90676      0.03643  13.04
   2457860.5000  -48.0      0.90487      0.03643  13.04
   2457920.5000  -48.0      0.90420      0.03643  13.04
   2457980.5000  -48.0      0.90497      0.03643  13.04
   2458040.5000  -48.0      0.90711      0.03643  13.04
   2458100.5000  -48.0      0.91092      0.03643  13.04
   2458160.5000  -48.0      0.91672      0.03643  13.04
   2458220.5000  -48.0      0.92247      0.03643  13.04
   2458280.5000  -48.0      0.92896      0.03643  13.04
   2458340.5000  -48.0      0.93393      0.03643  13.04
   2458400.5000  -48.0      0.93832      0.03643  13.04
   2458460.5000  -48.0      0.94143      0.03643  13.04
   2458520.5000  -48.0      0.94300      0.03643  13.04
   2458580.5000  -48.0      0.94352      0.03643  13.04
   2458640.5000  -48.0      0.94338      0.03643  13.04
   2458700.5000  -48.0      0.94270      0.03643  13.04
   2458760.5000  -48.0      0.94174      0.03643  13.04
   2449100.5000  -47.0      0.92746      0.03609  13.04
   2449160.5000  -47.0      0.92744      0.03609  13.04
   2449220.5000  -47.0      0.92706      0.03609  13.04
   2449280.5000  -47.0      0.92635      0.03609  13.04
   2449340.5000  -47.0      0.92536      0.03609  13.04
   2449400.5000  -47.0      0.92418      0.03609  13.04
   2449460.5000  -47.0      0.92292      0.03609  13.04
   2449520.5000  -47.0      0.92169      0.03609  13.04
   2449580.5000  -47.0      0.92177      0.03609  13.04
   2449640.5000  -47.0      0.92071      0.03609  13.04
   2449700.5000  -47.0      0.91886      0.03609  13.04
   2449760.5000  -47.0      0.91735      0.03609  13.04
   2449820.5000  -47.0      0.91691      0.03609  13.04
   2449880.5000  -47.0      0.91815      0.03609  13.04
   2449940.5000  -47.0      0.92121      0.03609  13.04
   2450000.5000  -47.0      0.92528      0.03609  13.04
   2450060.5000  -47.0      0.92940      0.03609  13.04
   2450120.5000  -47.0      0.93313      0.03609  13.04
   2450180.5000  -47.0      0.93674      0.03609  13.04
   2450240.5000  -47.0      0.94020      0.03609  13.04
   2450300.5000  -47.0      0.94025      0.03609  13.04
   2450360.5000  -47.0      0.94574      0.03609  13.04
   2450420.5000  -47.0      0.95258      0.03609  13.04
   2450480.5000  -47.0      0.95718      0.03609  13.04
   2450540.5000  -47.0      0.95918      0.03609  13.04
   2450600.5000  -47.0      0.95846      0.03609  13.04
   2450660.5000  -47.0      0.95538      0.03609  13.04
   2450720.5000  -47.0      0.94807      0.03609  13.04
   2450780.5000  -47.0      0.94091      0.03609  13.04
   2450840.5000  -47.0      0.93282      0.03609  13.04
   2450900.5000  -47.0      0.92393      0.03609  13.04
   2450960.5000  -47.0      0.91714      0.03609  13.04
   2451020.5000  -47.0      0.90945      0.03609  13.04
   2451080.5000  -47.0      0.89956      0.03609  13.04
   2451140.5000  -47.0      0.89021      0.03609  13.04
   2451200.5000  -47.0      0.88287      0.03609  13.04
   2451260.5000  -47.0      0.87778      0.03609  13.04
   2451320.5000  -47.0      0.87323      0.03609  13.04
   2451380.5000  -47.0      0.86743      0.03609  13.04
   2451440.5000  -47.0      0.86118      0.03609  13.04
   2451500.5000  -47.0      0.85472      0.03609  13.04
   2451560.5000  -47.0      0.84825      0.03609  13.04
   2451620.5000  -47.0      0.84385      0.03609  13.04
   2451680.5000  -47.0      0.83714      0.03609  13.04
   2451740.5000  -47.0      0.82829      0.03609  13.04
   2451800.5000  -47.0      0.82610      0.03609  13.04
   2451860.5000  -47.0      0.82638      0.03609  13.04
   2451920.5000  -47.0      0.82781      0.03609  13.04
   2451980.5000  -47.0      0.83269      0.03609  13.04
   2452040.5000  -47.0      0.83747      0.03609  13.04
   2452100.5000  -47.0      0.84137      0.03609  13.04
   2452160.5000  -47.0      0.84270      0.03609  13.04
   2452220.5000  -47.0      0.84528      0.03609  13.04
   2452280.5000  -47.0      0.84676      0.03609  13.04
   2452340.5000  -47.0      0.84779      0.03609  13.04
   2452400.5000  -47.0      0.84985      0.03609  13.04
   2452460.5000  -47.0      0.84932      0.03609  13.04
   2452520.5000  -47.0      0.84918      0.03609  13.04
   2452580.5000  -47.0      0.85187      0.03609  13.04
   2452640.5000  -47.0      0.85854      0.03609  13.04
   2452700.5000  -47.0      0.86717      0.03609  13.04
   2452760.5000  -47.0      0.87846      0.03609  13.04
   2452820.5000  -47.0      0.89203      0.03609  13.04
   2452880.5000  -47.0      0.90740      0.03609  13.04
   2452940.5000  -47.0      0.92351      0.03609  13.04
   2453000.5000  -47.0      0.93982      0.03609  13.04
   2453060.5000  -47.0      0.95596      0.03609  13.04
   2453120.5000  -47.0      0.96819      0.03609  13.04
   2453180.5000  -47.0      0.97506      0.03609  13.04
   2453240.5000  -47.0      0.98273      0.03609  13.04
   2453300.5000  -47.0      0.98878      0.03609  13.04
   2453360.5000  -47.0      0.99265      0.03609  13.04
   2453420.5000  -47.0      0.99623      0.03609  13.04
   2453480.5000  -47.0      0.99730      0.03609  13.04
   2453540.5000  -47.0      0.99694      0.03609  13.04
   2453600.5000  -47.0      0.99523      0.03609  13.04
   2453660.5000  -47.0      0.99166      0.03609  13.04
   2453720.5000  -47.0      0.98933      0.03609  13.04
   2453780.5000  -47.0      0.98968      0.03609  13.04
   2453840.5000  -47.0      0.99145      0.03609  13.04
   2453900.5000  -47.0      0.99508      0.03609  13.04
   2453960.5000  -47.0      0.99586      0.03609  13.04
   2454020.5000  -47.0      0.99560      0.03609  13.04
   2454080.5000  -47.0      0.99109      0.03609  13.04
   2454140.5000  -47.0      0.98082      0.03609  13.04
   2454200.5000  -47.0      0.96983      0.03609  13.04
   2454260.5000  -47.0      0.95993      0.03609  13.04
   2454320.5000  -47.0      0.95102      0.03609  13.04
   2454380.5000  -47.0      0.94321      0.03609  13.04
   2454440.5000  -47.0      0.93689      0.03609  13.04
   2454500.5000  -47.0      0.93316      0.03609  13.04
   2454560.5000  -47.0      0.93303      0.03609  13.04
   2454620.5000  -47.0      0.93501      0.03609  13.04
   2454680.5000  -47.0      0.94687      0.03609  13.04
   2454740.5000  -47.0      0.96016      0.03609  13.04
   2454800.5000  -47.0      0.97061      0.03609  13.04
   2454860.5000  -47.0      0.97883      0.03609  13.04
   2454920.5000  -47.0      0.98409      0.03609  13.04
   2454980.5000  -47.0      0.98544      0.03609  13.04
   2455040.5000  -47.0      0.98106      0.03609  13.04
   2455100.5000  -47.0      0.97017      0.03609  13.04
   2455160.5000  -47.0      0.95673      0.03609  13.04
   2455220.5000  -47.0      0.94188      0.03609  13.04
   2455280.5000  -47.0      0.92657      0.03609  13.04
   2455340.5000  -47.0      0.91326      0.03609  13.04
   2455400.5000  -47.0      0.90023      0.03609  13.04
   2455460.5000  -47.0      0.89163      0.03609  13.04
   2455520.5000  -47.0      0.88522      0.03609  13.04
   2455580.5000  -47.0      0.88144      0.03609  13.04
   2455640.5000  -47.0      0.88060      0.03609  13.04
   2455700.5000  -47.0      0.88208      0.03609  13.04
   2455760.5000  -47.0      0.88465      0.03609  13.04
   2455820.5000  -47.0      0.88635      0.03609  13.04
   2455880.5000  -47.0      0.88659      0.03609  13.04
   2455940.5000  -47.0      0.88613      0.03609  13.04
   2456000.5000  -47.0      0.88555      0.03609  13.04
   2456060.5000  -47.0      0.88614      0.03609  13.04
   2456120.5000  -47.0      0.89010      0.03609  13.04
   2456180.5000  -47.0      0.89364      0.03609  13.04
   2456240.5000  -47.0      0.89528      0.03609  13.04
   2456300.5000  -47.0      0.89663      0.03609  13.04
   2456360.5000  -47.0      0.89772      0.03609  13.04
   2456420.5000  -47.0      0.89900      0.03609  13.04
   2456480.5000  -47.0      0.90020      0.03609  13.04
   2456540.5000  -47.0      0.90147      0.03609  13.04
   2456600.5000  -47.0      0.90319      0.03609  13.04
   2456660.5000  -47.0      0.90467      0.03609  13.04
   2456720.5000  -47.0      0.90671      0.03609  13.04
   2456780.5000  -47.0      0.90767      0.03609  13.04
   2456840.5000  -47.0      0.90945      0.03609  13.04
   2456900.5000  -47.0      0.90998      0.03609  13.04
   2456960.5000  -47.0      0.91071      0.03609  13.04
   2457020.5000  -47.0      0.91194      0.03609  13.04
   2457080.5000  -47.0      0.91334      0.03609  13.04
   2457140.5000  -47.0      0.91589      0.03609  13.04
   2457200.5000  -47.0      0.91935      0.03609  13.04
   2457260.5000  -47.0      0.92316      0.03609  13.04
   2457320.5000  -47.0      0.92685      0.03609  13.04
   2457380.5000  -47.0      0.92994      0.03609  13.04
   2457440.5000  -47.0      0.93213      0.03609  13.04
   2457500.5000  -47.0      0.93335      0.03609  13.04
   2457560.5000  -47.0      0.93431      0.03609  13.04
   2457620.5000  -47.0      0.93301      0.03609  13.04
   2457680.5000  -47.0      0.93024      0.03609  13.04
   2457740.5000  -47.0      0.92676      0.03609  13.04
   2457800.5000  -47.0      0.92333      0.03609  13.04
   2457860.5000  -47.0      0.92058      0.03609  13.04
   2457920.5000  -47.0      0.91894      0.03609  13.04
   2457980.5000  -47.0      0.91869      0.03609  13.04
   2458040.5000  -47.0      0.91987      0.03609  13.04
   2458100.5000  -47.0      0.92314      0.03609  13.04
   2458160.5000  -47.0      0.92834      0.03609  13.04
   2458220.5000  -47.0      0.93404      0.03609  13.04
   2458280.5000  -47.0      0.94121      0.03609  13.04
   2458340.5000  -47.0      0.94624      0.03609  13.04
   2458400.5000  -47.0      0.95099      0.03609  13.04
   2458460.5000  -47.0      0.95457      0.03609  13.04
   2458520.5000  -47.0      0.95636      0.03609  13.04
   2458580.5000  -47.0      0.95729      0.03609  13.04
   2458640.5000  -47.0      0.95722      0.03609  13.04
   2458700.5000  -47.0      0.95627      0.03609  13.04
   2458760.5000  -47.0      0.95478      0.03609  13.04
   2449100.5000  -46.0      0.94485      0.03601  13.04
   2449160.5000  -46.0      0.94493      0.03601  13.04
   2449220.5000  -46.0      0.94466      0.03601  13.04
   2449280.5000  -46.0      0.94402      0.03601  13.04
   2449340.5000  -46.0      0.94304      0.03601  13.04
   2449400.5000  -46.0      0.94178      0.03601  13.04
   2449460.5000  -46.0      0.94032      0.03601  13.04
   2449520.5000  -46.0      0.93876      0.03601  13.04
   2449580.5000  -46.0      0.93874      0.03601  13.04
   2449640.5000  -46.0      0.93694      0.03601  13.04
   2449700.5000  -46.0      0.93411      0.03601  13.04
   2449760.5000  -46.0      0.93148      0.03601  13.04
   2449820.5000  -46.0      0.92983      0.03601  13.04
   2449880.5000  -46.0      0.92975      0.03601  13.04
   2449940.5000  -46.0      0.93169      0.03601  13.04
   2450000.5000  -46.0      0.93496      0.03601  13.04
   2450060.5000  -46.0      0.93893      0.03601  13.04
   2450120.5000  -46.0      0.94254      0.03601  13.04
   2450180.5000  -46.0      0.94624      0.03601  13.04
   2450240.5000  -46.0      0.95007      0.03601  13.04
   2450300.5000  -46.0      0.95085      0.03601  13.04
   2450360.5000  -46.0      0.95691      0.03601  13.04
   2450420.5000  -46.0      0.96500      0.03601  13.04
   2450480.5000  -46.0      0.97064      0.03601  13.04
