Julian Date	Pc Latitude (deg)	Aerosol Opacity	Uncertainty
2452340.5	-6	1.694	0.246
2452400.5	-6	1.696	0.246
2452460.5	-6	1.672	0.244
2452520.5	-6	1.643	0.241
2452580.5	-6	1.618	0.238
2452640.5	-6	1.564	0.232
2452700.5	-6	1.526	0.229
2452760.5	-6	1.513	0.228
2452820.5	-6	1.49	0.225
2452880.5	-6	1.457	0.222
2452940.5	-6	1.426	0.218
2453000.5	-6	1.402	0.215
2453060.5	-6	1.397	0.214
2453120.5	-6	1.395	0.213
2453180.5	-6	1.4	0.213
2453240.5	-6	1.422	0.215
2453300.5	-6	1.455	0.219
2453360.5	-6	1.466	0.22
2453420.5	-6	1.464	0.22
2453480.5	-6	1.466	0.221
2453540.5	-6	1.466	0.222
2453600.5	-6	1.443	0.22
2453660.5	-6	1.403	0.217
2453720.5	-6	1.351	0.212
2453780.5	-6	1.298	0.207
2453840.5	-6	1.251	0.203
2453900.5	-6	1.212	0.2
2453960.5	-6	1.204	0.199
2454020.5	-6	1.164	0.195
2454080.5	-6	1.158	0.194
2454140.5	-6	1.177	0.195
2454200.5	-6	1.209	0.198
2454260.5	-6	1.24	0.2
2454320.5	-6	1.237	0.199
2454380.5	-6	1.214	0.197
2454440.5	-6	1.181	0.193
2454500.5	-6	1.149	0.19
2454560.5	-6	1.112	0.186
2454620.5	-6	1.082	0.183
2454680.5	-6	1.063	0.182
2454740.5	-6	1.087	0.184
2454800.5	-6	1.113	0.187
2454860.5	-6	1.158	0.191
2454920.5	-6	1.222	0.197
2454980.5	-6	1.319	0.207
2455040.5	-6	1.422	0.217
2455100.5	-6	1.543	0.231
2455160.5	-6	1.643	0.242
2455220.5	-6	1.713	0.251
2455280.5	-6	1.752	0.255
2455340.5	-6	1.762	0.256
2455400.5	-6	1.757	0.255
2455460.5	-6	1.671	0.244
2455520.5	-6	1.6	0.235
2455580.5	-6	1.571	0.231
2455640.5	-6	1.55	0.229
2455700.5	-6	1.549	0.23
2455760.5	-6	1.545	0.23
2455820.5	-6	1.54	0.23
2455880.5	-6	1.529	0.229
2455940.5	-6	1.515	0.228
2456000.5	-6	1.491	0.226
2456060.5	-6	1.457	0.222
2456120.5	-6	1.403	0.216
2456180.5	-6	1.377	0.213
2456240.5	-6	1.339	0.209
2456300.5	-6	1.294	0.203
2456360.5	-6	1.249	0.198
2456420.5	-6	1.222	0.194
2456480.5	-6	1.214	0.193
2456540.5	-6	1.232	0.195
2456600.5	-6	1.255	0.197
2456660.5	-6	1.288	0.2
2456720.5	-6	1.316	0.203
2456780.5	-6	1.366	0.207
2456840.5	-6	1.397	0.21
2456900.5	-6	1.439	0.215
2456960.5	-6	1.46	0.216
2457020.5	-6	1.501	0.22
2457080.5	-6	1.514	0.221
2457140.5	-6	1.519	0.222
2457200.5	-6	1.54	0.225
2457260.5	-6	1.57	0.229
2457320.5	-6	1.576	0.23
2457380.5	-6	1.59	0.232
2457440.5	-6	1.602	0.234
2457500.5	-6	1.618	0.236
2457560.5	-6	1.585	0.233
2457620.5	-6	1.568	0.232
2457680.5	-6	1.538	0.228
2457740.5	-6	1.5	0.224
2457800.5	-6	1.458	0.22
2457860.5	-6	1.42	0.215
2457920.5	-6	1.383	0.211
2457980.5	-6	1.358	0.209
2458040.5	-6	1.345	0.207
2458100.5	-6	1.341	0.207
2458160.5	-6	1.342	0.208
2458220.5	-6	1.37	0.211
2458280.5	-6	1.393	0.214
2458340.5	-6	1.446	0.22
2458400.5	-6	1.498	0.225
2458460.5	-6	1.546	0.23
2458520.5	-6	1.573	0.232
2458580.5	-6	1.586	0.233
2458640.5	-6	1.605	0.235
2458700.5	-6	1.617	0.236
2458760.5	-6	1.597	0.234
2445380.5	-4	1.595	0.475
2445440.5	-4	1.602	0.476
2445500.5	-4	1.603	0.476
2445560.5	-4	1.6	0.476
2445620.5	-4	1.592	0.475
2445680.5	-4	1.576	0.472
2445740.5	-4	1.564	0.47
2445800.5	-4	1.563	0.47
2445860.5	-4	1.574	0.472
2445920.5	-4	1.603	0.478
2445980.5	-4	1.644	0.485
2446040.5	-4	1.695	0.495
2446100.5	-4	1.75	0.505
2446160.5	-4	1.807	0.516
2446220.5	-4	1.859	0.526
2446280.5	-4	1.905	0.535
2446340.5	-4	1.94	0.541
2446400.5	-4	1.946	0.542
2446460.5	-4	1.966	0.546
2446520.5	-4	1.99	0.55
2446580.5	-4	2.007	0.553
2446640.5	-4	1.978	0.547
2446700.5	-4	1.961	0.543
2446760.5	-4	1.938	0.538
2446820.5	-4	1.906	0.531
2446880.5	-4	1.881	0.526
2446940.5	-4	1.866	0.523
2447000.5	-4	1.866	0.523
2447060.5	-4	1.872	0.525
2447120.5	-4	1.879	0.526
2447180.5	-4	1.89	0.527
2447240.5	-4	1.884	0.525
2447300.5	-4	1.912	0.529
2447360.5	-4	1.962	0.538
2447420.5	-4	2.016	0.549
2447480.5	-4	2.059	0.557
2447540.5	-4	2.093	0.565
2447600.5	-4	2.122	0.571
2447660.5	-4	2.124	0.572
2447720.5	-4	2.112	0.571
2447780.5	-4	2.06	0.562
2447840.5	-4	1.963	0.543
2447900.5	-4	1.87	0.526
2447960.5	-4	1.774	0.508
2448020.5	-4	1.678	0.491
2448080.5	-4	1.589	0.475
2448140.5	-4	1.508	0.46
2448200.5	-4	1.44	0.448
2448260.5	-4	1.374	0.435
2448320.5	-4	1.331	0.427
2448380.5	-4	1.306	0.423
2448440.5	-4	1.299	0.422
2448500.5	-4	1.31	0.423
2448560.5	-4	1.335	0.428
2448620.5	-4	1.366	0.434
2448680.5	-4	1.394	0.439
2448740.5	-4	1.452	0.449
2448800.5	-4	1.516	0.46
2448860.5	-4	1.576	0.472
2448920.5	-4	1.625	0.48
2448980.5	-4	1.67	0.489
2449040.5	-4	1.715	0.497
2449100.5	-4	1.75	0.503
2449160.5	-4	1.792	0.511
2449220.5	-4	1.828	0.518
2449280.5	-4	1.859	0.524
2449340.5	-4	1.881	0.529
2449400.5	-4	1.897	0.532
2449460.5	-4	1.901	0.534
2449520.5	-4	1.9	0.534
2449580.5	-4	1.904	0.536
2449640.5	-4	1.889	0.534
2449700.5	-4	1.849	0.527
2449760.5	-4	1.803	0.518
2449820.5	-4	1.754	0.508
2449880.5	-4	1.704	0.498
2449940.5	-4	1.669	0.492
2450000.5	-4	1.649	0.488
2450060.5	-4	1.654	0.489
2450120.5	-4	1.654	0.242
2450180.5	-4	1.705	0.249
2450240.5	-4	1.763	0.256
2450300.5	-4	1.799	0.261
2450360.5	-4	1.846	0.267
2450420.5	-4	1.905	0.275
2450480.5	-4	1.957	0.282
2450540.5	-4	1.991	0.287
2450600.5	-4	2.002	0.289
2450660.5	-4	1.983	0.286
2450720.5	-4	1.933	0.279
2450780.5	-4	1.862	0.27
2450840.5	-4	1.784	0.26
2450900.5	-4	1.686	0.248
2450960.5	-4	1.617	0.24
2451020.5	-4	1.564	0.234
2451080.5	-4	1.499	0.227
2451140.5	-4	1.446	0.221
2451200.5	-4	1.392	0.215
2451260.5	-4	1.347	0.211
2451320.5	-4	1.321	0.208
2451380.5	-4	1.31	0.207
2451440.5	-4	1.309	0.206
2451500.5	-4	1.319	0.207
2451560.5	-4	1.341	0.209
2451620.5	-4	1.368	0.212
2451680.5	-4	1.402	0.215
2451740.5	-4	1.432	0.218
2451800.5	-4	1.485	0.223
2451860.5	-4	1.557	0.23
2451920.5	-4	1.642	0.239
2451980.5	-4	1.726	0.248
2452040.5	-4	1.821	0.259
2452100.5	-4	1.907	0.269
2452160.5	-4	1.98	0.278
2452220.5	-4	2.034	0.284
2452280.5	-4	2.068	0.288
2452340.5	-4	2.063	0.288
2452400.5	-4	2.071	0.289
2452460.5	-4	2.046	0.286
2452520.5	-4	1.995	0.28
2452580.5	-4	1.942	0.273
2452640.5	-4	1.865	0.264
2452700.5	-4	1.794	0.256
2452760.5	-4	1.755	0.251
2452820.5	-4	1.709	0.246
2452880.5	-4	1.66	0.24
2452940.5	-4	1.623	0.236
2453000.5	-4	1.605	0.233
2453060.5	-4	1.61	0.233
2453120.5	-4	1.62	0.234
2453180.5	-4	1.641	0.235
2453240.5	-4	1.681	0.24
2453300.5	-4	1.751	0.248
2453360.5	-4	1.787	0.252
2453420.5	-4	1.786	0.253
2453480.5	-4	1.76	0.25
2453540.5	-4	1.724	0.246
2453600.5	-4	1.652	0.238
2453660.5	-4	1.575	0.231
2453720.5	-4	1.476	0.22
2453780.5	-4	1.375	0.21
2453840.5	-4	1.281	0.201
2453900.5	-4	1.202	0.193
2453960.5	-4	1.153	0.189
2454020.5	-4	1.1	0.183
2454080.5	-4	1.095	0.182
2454140.5	-4	1.136	0.185
2454200.5	-4	1.21	0.191
2454260.5	-4	1.298	0.199
2454320.5	-4	1.378	0.206
2454380.5	-4	1.453	0.214
2454440.5	-4	1.52	0.221
2454500.5	-4	1.58	0.227
2454560.5	-4	1.606	0.23
2454620.5	-4	1.621	0.232
2454680.5	-4	1.635	0.234
2454740.5	-4	1.687	0.241
2454800.5	-4	1.709	0.244
2454860.5	-4	1.73	0.246
2454920.5	-4	1.735	0.247
2454980.5	-4	1.763	0.25
2455040.5	-4	1.793	0.254
2455100.5	-4	1.881	0.265
2455160.5	-4	1.946	0.273
2455220.5	-4	2.004	0.28
2455280.5	-4	2.052	0.286
2455340.5	-4	2.095	0.292
2455400.5	-4	2.126	0.297
2455460.5	-4	2.09	0.292
2455520.5	-4	2.083	0.292
2455580.5	-4	2.088	0.293
2455640.5	-4	2.09	0.294
2455700.5	-4	2.098	0.296
2455760.5	-4	2.082	0.294
2455820.5	-4	2.059	0.292
2455880.5	-4	2.024	0.288
2455940.5	-4	1.978	0.282
2456000.5	-4	1.927	0.276
2456060.5	-4	1.869	0.269
2456120.5	-4	1.806	0.262
2456180.5	-4	1.768	0.258
2456240.5	-4	1.733	0.253
2456300.5	-4	1.704	0.249
2456360.5	-4	1.663	0.244
2456420.5	-4	1.641	0.24
2456480.5	-4	1.641	0.24
2456540.5	-4	1.677	0.244
2456600.5	-4	1.705	0.246
2456660.5	-4	1.735	0.249
2456720.5	-4	1.776	0.254
2456780.5	-4	1.801	0.256
2456840.5	-4	1.813	0.257
2456900.5	-4	1.825	0.258
2456960.5	-4	1.843	0.259
2457020.5	-4	1.879	0.263
2457080.5	-4	1.944	0.271
2457140.5	-4	1.995	0.277
2457200.5	-4	2.034	0.283
2457260.5	-4	2.059	0.287
2457320.5	-4	2.059	0.287
2457380.5	-4	2.054	0.286
2457440.5	-4	2.045	0.285
2457500.5	-4	2.041	0.284
2457560.5	-4	2.01	0.281
2457620.5	-4	1.972	0.276
2457680.5	-4	1.947	0.273
2457740.5	-4	1.93	0.27
2457800.5	-4	1.908	0.267
2457860.5	-4	1.873	0.263
2457920.5	-4	1.815	0.255
2457980.5	-4	1.756	0.248
2458040.5	-4	1.705	0.242
2458100.5	-4	1.668	0.239
2458160.5	-4	1.645	0.237
2458220.5	-4	1.622	0.235
2458280.5	-4	1.595	0.232
2458340.5	-4	1.58	0.231
2458400.5	-4	1.571	0.229
2458460.5	-4	1.587	0.23
2458520.5	-4	1.638	0.235
2458580.5	-4	1.683	0.239
2458640.5	-4	1.733	0.245
2458700.5	-4	1.782	0.25
2458760.5	-4	1.812	0.253
2445380.5	-2	1.605	0.475
2445440.5	-2	1.612	0.476
2445500.5	-2	1.618	0.478
2445560.5	-2	1.623	0.479
2445620.5	-2	1.613	0.478
2445680.5	-2	1.617	0.48
2445740.5	-2	1.63	0.483
2445800.5	-2	1.649	0.487
2445860.5	-2	1.675	0.493
2445920.5	-2	1.692	0.497
2445980.5	-2	1.727	0.505
2446040.5	-2	1.775	0.514
2446100.5	-2	1.829	0.525
2446160.5	-2	1.881	0.535
2446220.5	-2	1.929	0.544
2446280.5	-2	1.965	0.551
2446340.5	-2	1.989	0.555
2446400.5	-2	2.006	0.557
2446460.5	-2	2.003	0.556
2446520.5	-2	1.995	0.554
2446580.5	-2	1.981	0.55
2446640.5	-2	1.931	0.54
2446700.5	-2	1.879	0.528
2446760.5	-2	1.842	0.52
2446820.5	-2	1.789	0.509
2446880.5	-2	1.774	0.506
2446940.5	-2	1.787	0.508
2447000.5	-2	1.812	0.513
2447060.5	-2	1.838	0.517
2447120.5	-2	1.88	0.525
2447180.5	-2	1.92	0.531
2447240.5	-2	1.945	0.535
2447300.5	-2	1.969	0.54
2447360.5	-2	1.991	0.543
2447420.5	-2	2.019	0.549
2447480.5	-2	2.013	0.548
2447540.5	-2	1.985	0.543
2447600.5	-2	1.94	0.535
2447660.5	-2	1.873	0.522
2447720.5	-2	1.817	0.513
2447780.5	-2	1.767	0.505
2447840.5	-2	1.718	0.497
2447900.5	-2	1.663	0.487
2447960.5	-2	1.612	0.479
2448020.5	-2	1.564	0.471
2448080.5	-2	1.519	0.463
2448140.5	-2	1.473	0.455
2448200.5	-2	1.427	0.446
2448260.5	-2	1.368	0.435
2448320.5	-2	1.341	0.431
2448380.5	-2	1.331	0.429
2448440.5	-2	1.336	0.43
2448500.5	-2	1.355	0.434
2448560.5	-2	1.383	0.439
2448620.5	-2	1.417	0.446
2448680.5	-2	1.451	0.452
2448740.5	-2	1.51	0.463
2448800.5	-2	1.595	0.48
2448860.5	-2	1.677	0.496
2448920.5	-2	1.756	0.512
2448980.5	-2	1.832	0.527
2449040.5	-2	1.902	0.541
2449100.5	-2	1.955	0.552
2449160.5	-2	2.02	0.566
2449220.5	-2	2.081	0.579
2449280.5	-2	2.13	0.59
2449340.5	-2	2.168	0.599
2449400.5	-2	2.191	0.604
2449460.5	-2	2.197	0.606
2449520.5	-2	2.188	0.604
2449580.5	-2	2.19	0.605
2449640.5	-2	2.155	0.598
2449700.5	-2	2.091	0.584
2449760.5	-2	2.016	0.567
2449820.5	-2	1.941	0.551
2449880.5	-2	1.88	0.538
2449940.5	-2	1.831	0.528
2450000.5	-2	1.803	0.522
2450060.5	-2	1.805	0.523
2450120.5	-2	1.805	0.268
2450180.5	-2	1.841	0.273
2450240.5	-2	1.884	0.279
2450300.5	-2	1.91	0.283
2450360.5	-2	1.944	0.287
2450420.5	-2	1.986	0.293
2450480.5	-2	2.022	0.299
2450540.5	-2	2.046	0.302
2450600.5	-2	2.05	0.302
2450660.5	-2	2.031	0.299
2450720.5	-2	1.985	0.293
2450780.5	-2	1.927	0.284
2450840.5	-2	1.869	0.276
2450900.5	-2	1.788	0.266
2450960.5	-2	1.749	0.261
2451020.5	-2	1.728	0.258
2451080.5	-2	1.675	0.252
2451140.5	-2	1.611	0.244
2451200.5	-2	1.544	0.236
2451260.5	-2	1.482	0.229
2451320.5	-2	1.438	0.224
2451380.5	-2	1.408	0.22
2451440.5	-2	1.394	0.219
2451500.5	-2	1.397	0.219
2451560.5	-2	1.409	0.22
2451620.5	-2	1.435	0.222
2451680.5	-2	1.471	0.226
2451740.5	-2	1.513	0.23
2451800.5	-2	1.576	0.237
2451860.5	-2	1.662	0.246
2451920.5	-2	1.764	0.258
2451980.5	-2	1.874	0.272
2452040.5	-2	1.992	0.287
2452100.5	-2	2.101	0.301
2452160.5	-2	2.186	0.313
2452220.5	-2	2.25	0.322
2452280.5	-2	2.284	0.327
2452340.5	-2	2.273	0.326
2452400.5	-2	2.287	0.328
2452460.5	-2	2.271	0.326
2452520.5	-2	2.218	0.319
2452580.5	-2	2.149	0.31
2452640.5	-2	2.068	0.298
2452700.5	-2	1.986	0.287
2452760.5	-2	1.924	0.279
2452820.5	-2	1.855	0.271
2452880.5	-2	1.789	0.262
2452940.5	-2	1.739	0.255
2453000.5	-2	1.717	0.252
2453060.5	-2	1.727	0.253
2453120.5	-2	1.737	0.254
2453180.5	-2	1.758	0.256
2453240.5	-2	1.797	0.261
2453300.5	-2	1.878	0.271
2453360.5	-2	1.91	0.276
2453420.5	-2	1.894	0.274
2453480.5	-2	1.848	0.269
2453540.5	-2	1.783	0.261
2453600.5	-2	1.686	0.249
2453660.5	-2	1.594	0.239
2453720.5	-2	1.48	0.226
2453780.5	-2	1.362	0.214
2453840.5	-2	1.251	0.202
2453900.5	-2	1.158	0.193
2453960.5	-2	1.093	0.187
2454020.5	-2	1.034	0.181
2454080.5	-2	1.026	0.179
2454140.5	-2	1.063	0.182
2454200.5	-2	1.142	0.188
2454260.5	-2	1.244	0.198
2454320.5	-2	1.36	0.209
2454380.5	-2	1.493	0.222
2454440.5	-2	1.637	0.238
2454500.5	-2	1.786	0.257
2454560.5	-2	1.9	0.271
2454620.5	-2	1.992	0.284
2454680.5	-2	2.09	0.298
2454740.5	-2	2.206	0.316
2454800.5	-2	2.241	0.322
2454860.5	-2	2.231	0.32
2454920.5	-2	2.179	0.313
2454980.5	-2	2.119	0.304
2455040.5	-2	2.057	0.295
2455100.5	-2	2.071	0.297
2455160.5	-2	2.057	0.295
2455220.5	-2	2.058	0.296
2455280.5	-2	2.075	0.298
2455340.5	-2	2.111	0.303
2455400.5	-2	2.155	0.31
2455460.5	-2	2.157	0.311
2455520.5	-2	2.192	0.317
2455580.5	-2	2.213	0.322
2455640.5	-2	2.237	0.327
2455700.5	-2	2.27	0.333
2455760.5	-2	2.276	0.335
2455820.5	-2	2.261	0.334
2455880.5	-2	2.22	0.328
2455940.5	-2	2.158	0.319
2456000.5	-2	2.081	0.308
2456060.5	-2	2	0.297
2456120.5	-2	1.928	0.288
2456180.5	-2	1.865	0.279
2456240.5	-2	1.813	0.272
2456300.5	-2	1.766	0.265
2456360.5	-2	1.722	0.258
2456420.5	-2	1.688	0.253
2456480.5	-2	1.68	0.252
2456540.5	-2	1.707	0.255
2456600.5	-2	1.725	0.256
2456660.5	-2	1.753	0.259
2456720.5	-2	1.799	0.265
2456780.5	-2	1.826	0.268
2456840.5	-2	1.848	0.271
2456900.5	-2	1.86	0.271
2456960.5	-2	1.895	0.275
2457020.5	-2	1.933	0.28
2457080.5	-2	1.961	0.283
2457140.5	-2	2.002	0.289
2457200.5	-2	2.065	0.298
2457260.5	-2	2.119	0.306
2457320.5	-2	2.173	0.314
2457380.5	-2	2.22	0.321
2457440.5	-2	2.261	0.327
2457500.5	-2	2.292	0.332
2457560.5	-2	2.29	0.332
2457620.5	-2	2.307	0.334
2457680.5	-2	2.31	0.334
2457740.5	-2	2.303	0.332
2457800.5	-2	2.267	0.327
2457860.5	-2	2.195	0.315
2457920.5	-2	2.072	0.297
2457980.5	-2	1.941	0.279
2458040.5	-2	1.821	0.264
2458100.5	-2	1.723	0.252
2458160.5	-2	1.653	0.245
2458220.5	-2	1.584	0.237
2458280.5	-2	1.533	0.231
2458340.5	-2	1.497	0.228
2458400.5	-2	1.5	0.227
2458460.5	-2	1.512	0.228
2458520.5	-2	1.526	0.228
2458580.5	-2	1.561	0.232
2458640.5	-2	1.615	0.237
2458700.5	-2	1.66	0.242
2458760.5	-2	1.705	0.246
2445380.5	0	1.454	0.445
2445440.5	0	1.457	0.445
2445500.5	0	1.461	0.447
2445560.5	0	1.456	0.447
2445620.5	0	1.45	0.446
2445680.5	0	1.481	0.453
2445740.5	0	1.531	0.463
2445800.5	0	1.59	0.476
2445860.5	0	1.647	0.488
2445920.5	0	1.681	0.496
2445980.5	0	1.72	0.504
2446040.5	0	1.762	0.513
2446100.5	0	1.8	0.521
2446160.5	0	1.829	0.527
2446220.5	0	1.847	0.53
2446280.5	0	1.847	0.529
2446340.5	0	1.836	0.526
2446400.5	0	1.831	0.523
2446460.5	0	1.793	0.514
2446520.5	0	1.757	0.507
2446580.5	0	1.73	0.501
2446640.5	0	1.688	0.492
2446700.5	0	1.658	0.487
2446760.5	0	1.65	0.484
2446820.5	0	1.632	0.479
2446880.5	0	1.642	0.481
2446940.5	0	1.667	0.485
2447000.5	0	1.677	0.486
2447060.5	0	1.682	0.487
2447120.5	0	1.719	0.492
2447180.5	0	1.744	0.496
2447240.5	0	1.766	0.499
2447300.5	0	1.754	0.496
2447360.5	0	1.732	0.491
2447420.5	0	1.715	0.488
2447480.5	0	1.674	0.481
2447540.5	0	1.616	0.471
2447600.5	0	1.544	0.459
2447660.5	0	1.468	0.446
2447720.5	0	1.425	0.44
2447780.5	0	1.41	0.439
2447840.5	0	1.421	0.442
2447900.5	0	1.423	0.444
2447960.5	0	1.437	0.447
2448020.5	0	1.451	0.45
2448080.5	0	1.464	0.453
2448140.5	0	1.469	0.454
2448200.5	0	1.46	0.452
2448260.5	0	1.43	0.446
2448320.5	0	1.416	0.443
2448380.5	0	1.406	0.441
2448440.5	0	1.398	0.44
2448500.5	0	1.4	0.44
2448560.5	0	1.412	0.442
2448620.5	0	1.424	0.445
2448680.5	0	1.453	0.45
2448740.5	0	1.486	0.457
2448800.5	0	1.561	0.471
2448860.5	0	1.641	0.487
2448920.5	0	1.726	0.503
2448980.5	0	1.813	0.521
2449040.5	0	1.88	0.535
2449100.5	0	1.932	0.546
2449160.5	0	1.996	0.559
2449220.5	0	2.051	0.571
2449280.5	0	2.096	0.581
2449340.5	0	2.128	0.588
2449400.5	0	2.144	0.592
2449460.5	0	2.143	0.593
2449520.5	0	2.129	0.589
2449580.5	0	2.127	0.59
2449640.5	0	2.09	0.582
2449700.5	0	2.027	0.568
2449760.5	0	1.96	0.553
2449820.5	0	1.898	0.539
2449880.5	0	1.862	0.531
2449940.5	0	1.837	0.526
2450000.5	0	1.825	0.523
2450060.5	0	1.829	0.524
2450120.5	0	1.829	0.279
2450180.5	0	1.854	0.283
2450240.5	0	1.884	0.287
2450300.5	0	1.905	0.29
2450360.5	0	1.935	0.295
2450420.5	0	1.965	0.299
2450480.5	0	1.988	0.302
2450540.5	0	1.999	0.303
2450600.5	0	1.994	0.302
2450660.5	0	1.976	0.299
2450720.5	0	1.931	0.292
2450780.5	0	1.88	0.284
2450840.5	0	1.822	0.276
2450900.5	0	1.761	0.268
2450960.5	0	1.742	0.265
2451020.5	0	1.742	0.265
2451080.5	0	1.698	0.26
2451140.5	0	1.626	0.251
2451200.5	0	1.563	0.243
2451260.5	0	1.513	0.237
2451320.5	0	1.477	0.233
2451380.5	0	1.452	0.23
2451440.5	0	1.439	0.228
2451500.5	0	1.437	0.228
2451560.5	0	1.442	0.228
2451620.5	0	1.456	0.229
2451680.5	0	1.481	0.232
2451740.5	0	1.525	0.236
2451800.5	0	1.584	0.243
2451860.5	0	1.662	0.252
2451920.5	0	1.759	0.264
2451980.5	0	1.862	0.277
2452040.5	0	1.976	0.292
2452100.5	0	2.089	0.307
2452160.5	0	2.171	0.319
2452220.5	0	2.229	0.328
2452280.5	0	2.25	0.331
2452340.5	0	2.243	0.331
2452400.5	0	2.261	0.334
2452460.5	0	2.252	0.333
2452520.5	0	2.198	0.326
2452580.5	0	2.118	0.314
2452640.5	0	2.041	0.303
2452700.5	0	1.965	0.293
2452760.5	0	1.895	0.283
2452820.5	0	1.826	0.274
2452880.5	0	1.749	0.264
2452940.5	0	1.69	0.256
2453000.5	0	1.658	0.252
2453060.5	0	1.665	0.252
2453120.5	0	1.674	0.253
2453180.5	0	1.694	0.256
2453240.5	0	1.737	0.261
2453300.5	0	1.818	0.272
2453360.5	0	1.845	0.276
2453420.5	0	1.83	0.274
2453480.5	0	1.834	0.275
2453540.5	0	1.778	0.268
2453600.5	0	1.68	0.256
2453660.5	0	1.589	0.245
2453720.5	0	1.47	0.232
2453780.5	0	1.34	0.218
2453840.5	0	1.218	0.204
2453900.5	0	1.113	0.193
2453960.5	0	1.039	0.186
2454020.5	0	0.977	0.18
2454080.5	0	0.964	0.178
2454140.5	0	0.998	0.18
2454200.5	0	1.077	0.187
2454260.5	0	1.185	0.196
2454320.5	0	1.312	0.209
2454380.5	0	1.463	0.225
2454440.5	0	1.633	0.244
2454500.5	0	1.823	0.268
2454560.5	0	1.973	0.289
2454620.5	0	2.099	0.307
2454680.5	0	2.227	0.328
2454740.5	0	2.334	0.345
2454800.5	0	2.323	0.344
2454860.5	0	2.263	0.334
2454920.5	0	2.21	0.326
2454980.5	0	2.09	0.308
2455040.5	0	1.98	0.292
2455100.5	0	1.96	0.289
2455160.5	0	1.919	0.283
2455220.5	0	1.89	0.279
2455280.5	0	1.885	0.278
2455340.5	0	1.91	0.282
2455400.5	0	1.958	0.289
2455460.5	0	1.992	0.295
2455520.5	0	2.058	0.305
2455580.5	0	2.129	0.317
2455640.5	0	2.206	0.33
2455700.5	0	2.284	0.344
2455760.5	0	2.336	0.353
2455820.5	0	2.35	0.356
2455880.5	0	2.315	0.351
2455940.5	0	2.238	0.339
2456000.5	0	2.133	0.323
2456060.5	0	2.02	0.306
2456120.5	0	1.919	0.292
2456180.5	0	1.816	0.277
2456240.5	0	1.728	0.265
2456300.5	0	1.648	0.254
2456360.5	0	1.58	0.244
2456420.5	0	1.526	0.237
2456480.5	0	1.505	0.234
2456540.5	0	1.529	0.237
2456600.5	0	1.553	0.239
2456660.5	0	1.585	0.243
2456720.5	0	1.639	0.25
2456780.5	0	1.678	0.254
2456840.5	0	1.71	0.258
2456900.5	0	1.729	0.261
2456960.5	0	1.77	0.265
2457020.5	0	1.817	0.271
2457080.5	0	1.861	0.276
2457140.5	0	1.885	0.28
2457200.5	0	1.934	0.287
2457260.5	0	2.001	0.298
2457320.5	0	2.067	0.308
2457380.5	0	2.138	0.319
2457440.5	0	2.206	0.329
2457500.5	0	2.267	0.339
2457560.5	0	2.281	0.342
2457620.5	0	2.318	0.348
2457680.5	0	2.347	0.352
2457740.5	0	2.358	0.353
2457800.5	0	2.33	0.348
2457860.5	0	2.261	0.336
2457920.5	0	2.141	0.317
2457980.5	0	2.013	0.298
2458040.5	0	1.891	0.281
2458100.5	0	1.787	0.268
2458160.5	0	1.713	0.259
2458220.5	0	1.634	0.249
2458280.5	0	1.574	0.242
2458340.5	0	1.532	0.238
2458400.5	0	1.534	0.237
2458460.5	0	1.551	0.239
2458520.5	0	1.568	0.24
2458580.5	0	1.577	0.24
2458640.5	0	1.614	0.244
2458700.5	0	1.655	0.247
2458760.5	0	1.688	0.251
2445380.5	2	1.316	0.428
2445440.5	2	1.312	0.428
2445500.5	2	1.309	0.427
2445560.5	2	1.294	0.425
2445620.5	2	1.273	0.422
2445680.5	2	1.302	0.428
2445740.5	2	1.359	0.439
2445800.5	2	1.425	0.452
2445860.5	2	1.484	0.464
2445920.5	2	1.51	0.47
2445980.5	2	1.528	0.474
2446040.5	2	1.539	0.476
2446100.5	2	1.543	0.477
2446160.5	2	1.539	0.476
2446220.5	2	1.528	0.473
2446280.5	2	1.508	0.469
2446340.5	2	1.485	0.464
2446400.5	2	1.475	0.461
2446460.5	2	1.442	0.454
2446520.5	2	1.414	0.448
2446580.5	2	1.4	0.446
2446640.5	2	1.385	0.443
2446700.5	2	1.403	0.446
2446760.5	2	1.432	0.45
2446820.5	2	1.452	0.453
2446880.5	2	1.486	0.459
2446940.5	2	1.511	0.463
2447000.5	2	1.5	0.46
2447060.5	2	1.467	0.453
2447120.5	2	1.482	0.455
2447180.5	2	1.468	0.451
2447240.5	2	1.465	0.45
2447300.5	2	1.435	0.443
2447360.5	2	1.391	0.435
2447420.5	2	1.346	0.427
2447480.5	2	1.283	0.416
2447540.5	2	1.215	0.405
2447600.5	2	1.144	0.394
2447660.5	2	1.081	0.384
2447720.5	2	1.052	0.381
2447780.5	2	1.054	0.383
2447840.5	2	1.084	0.39
2447900.5	2	1.114	0.397
2447960.5	2	1.162	0.406
2448020.5	2	1.218	0.417
2448080.5	2	1.277	0.428
2448140.5	2	1.334	0.438
2448200.5	2	1.378	0.445
2448260.5	2	1.401	0.449
2448320.5	2	1.422	0.451
2448380.5	2	1.437	0.453
2448440.5	2	1.437	0.452
2448500.5	2	1.439	0.452
2448560.5	2	1.445	0.453
2448620.5	2	1.432	0.45
2448680.5	2	1.442	0.452
2448740.5	2	1.459	0.455
2448800.5	2	1.51	0.464
