Julian Date	Pc Latitude (deg)	Aerosol Opacity	Uncertainty
2456660.5	-28	0.949	0.213
2456720.5	-28	0.97	0.215
2456780.5	-28	0.994	0.217
2456840.5	-28	1.043	0.221
2456900.5	-28	1.114	0.229
2456960.5	-28	1.188	0.238
2457020.5	-28	1.239	0.243
2457080.5	-28	1.281	0.247
2457140.5	-28	1.345	0.255
2457200.5	-28	1.408	0.263
2457260.5	-28	1.455	0.269
2457320.5	-28	1.508	0.276
2457380.5	-28	1.588	0.287
2457440.5	-28	1.675	0.3
2457500.5	-28	1.736	0.309
2457560.5	-28	1.79	0.316
2457620.5	-28	1.794	0.317
2457680.5	-28	1.82	0.321
2457740.5	-28	1.862	0.328
2457800.5	-28	1.9	0.335
2457860.5	-28	1.923	0.339
2457920.5	-28	1.925	0.34
2457980.5	-28	1.89	0.334
2458040.5	-28	1.847	0.327
2458100.5	-28	1.806	0.322
2458160.5	-28	1.773	0.317
2458220.5	-28	1.706	0.308
2458280.5	-28	1.648	0.3
2458340.5	-28	1.587	0.291
2458400.5	-28	1.519	0.281
2458460.5	-28	1.476	0.275
2458520.5	-28	1.485	0.276
2458580.5	-28	1.468	0.274
2458640.5	-28	1.459	0.272
2458700.5	-28	1.443	0.27
2458760.5	-28	1.447	0.271
2445380.5	-26	0.94	0.383
2445440.5	-26	0.94	0.383
2445500.5	-26	0.946	0.384
2445560.5	-26	0.955	0.386
2445620.5	-26	0.951	0.385
2445680.5	-26	0.981	0.392
2445740.5	-26	1.028	0.401
2445800.5	-26	1.079	0.412
2445860.5	-26	1.124	0.422
2445920.5	-26	1.15	0.428
2445980.5	-26	1.165	0.431
2446040.5	-26	1.173	0.433
2446100.5	-26	1.179	0.435
2446160.5	-26	1.185	0.437
2446220.5	-26	1.194	0.439
2446280.5	-26	1.207	0.442
2446340.5	-26	1.224	0.446
2446400.5	-26	1.241	0.449
2446460.5	-26	1.274	0.457
2446520.5	-26	1.34	0.471
2446580.5	-26	1.438	0.494
2446640.5	-26	1.572	0.525
2446700.5	-26	1.643	0.543
2446760.5	-26	1.726	0.564
2446820.5	-26	1.778	0.577
2446880.5	-26	1.792	0.581
2446940.5	-26	1.768	0.576
2447000.5	-26	1.695	0.557
2447060.5	-26	1.579	0.529
2447120.5	-26	1.498	0.509
2447180.5	-26	1.477	0.504
2447240.5	-26	1.43	0.492
2447300.5	-26	1.454	0.497
2447360.5	-26	1.457	0.498
2447420.5	-26	1.47	0.501
2447480.5	-26	1.504	0.508
2447540.5	-26	1.551	0.52
2447600.5	-26	1.597	0.531
2447660.5	-26	1.648	0.543
2447720.5	-26	1.682	0.551
2447780.5	-26	1.681	0.551
2447840.5	-26	1.638	0.542
2447900.5	-26	1.576	0.526
2447960.5	-26	1.516	0.512
2448020.5	-26	1.448	0.496
2448080.5	-26	1.383	0.48
2448140.5	-26	1.325	0.467
2448200.5	-26	1.281	0.457
2448260.5	-26	1.245	0.449
2448320.5	-26	1.224	0.444
2448380.5	-26	1.219	0.442
2448440.5	-26	1.226	0.444
2448500.5	-26	1.24	0.447
2448560.5	-26	1.25	0.449
2448620.5	-26	1.295	0.459
2448680.5	-26	1.304	0.461
2448740.5	-26	1.362	0.474
2448800.5	-26	1.386	0.48
2448860.5	-26	1.385	0.48
2448920.5	-26	1.415	0.487
2448980.5	-26	1.452	0.495
2449040.5	-26	1.484	0.503
2449100.5	-26	1.518	0.51
2449160.5	-26	1.537	0.515
2449220.5	-26	1.541	0.516
2449280.5	-26	1.528	0.513
2449340.5	-26	1.5	0.507
2449400.5	-26	1.46	0.499
2449460.5	-26	1.409	0.488
2449520.5	-26	1.354	0.476
2449580.5	-26	1.298	0.466
2449640.5	-26	1.253	0.457
2449700.5	-26	1.211	0.448
2449760.5	-26	1.181	0.442
2449820.5	-26	1.158	0.437
2449880.5	-26	1.138	0.434
2449940.5	-26	1.143	0.435
2450000.5	-26	1.166	0.44
2450060.5	-26	1.235	0.455
2450120.5	-26	1.235	0.265
2450180.5	-26	1.243	0.267
2450240.5	-26	1.212	0.262
2450300.5	-26	1.134	0.251
2450360.5	-26	1.084	0.243
2450420.5	-26	1.051	0.238
2450480.5	-26	1.032	0.235
2450540.5	-26	1.022	0.234
2450600.5	-26	1.022	0.234
2450660.5	-26	1.035	0.236
2450720.5	-26	1.064	0.241
2450780.5	-26	1.078	0.243
2450840.5	-26	1.105	0.248
2450900.5	-26	1.153	0.256
2450960.5	-26	1.202	0.265
2451020.5	-26	1.247	0.273
2451080.5	-26	1.283	0.28
2451140.5	-26	1.302	0.284
2451200.5	-26	1.325	0.289
2451260.5	-26	1.317	0.288
2451320.5	-26	1.286	0.283
2451380.5	-26	1.288	0.283
2451440.5	-26	1.322	0.287
2451500.5	-26	1.405	0.301
2451560.5	-26	1.47	0.312
2451620.5	-26	1.492	0.316
2451680.5	-26	1.503	0.317
2451740.5	-26	1.492	0.316
2451800.5	-26	1.488	0.315
2451860.5	-26	1.489	0.315
2451920.5	-26	1.491	0.315
2451980.5	-26	1.477	0.313
2452040.5	-26	1.496	0.316
2452100.5	-26	1.539	0.323
2452160.5	-26	1.59	0.332
2452220.5	-26	1.608	0.335
2452280.5	-26	1.64	0.34
2452340.5	-26	1.68	0.347
2452400.5	-26	1.699	0.349
2452460.5	-26	1.706	0.35
2452520.5	-26	1.689	0.345
2452580.5	-26	1.654	0.337
2452640.5	-26	1.625	0.331
2452700.5	-26	1.568	0.32
2452760.5	-26	1.52	0.311
2452820.5	-26	1.505	0.309
2452880.5	-26	1.511	0.309
2452940.5	-26	1.531	0.312
2453000.5	-26	1.556	0.316
2453060.5	-26	1.559	0.317
2453120.5	-26	1.635	0.33
2453180.5	-26	1.653	0.333
2453240.5	-26	1.709	0.343
2453300.5	-26	1.748	0.351
2453360.5	-26	1.788	0.359
2453420.5	-26	1.795	0.36
2453480.5	-26	1.795	0.359
2453540.5	-26	1.817	0.363
2453600.5	-26	1.778	0.354
2453660.5	-26	1.715	0.341
2453720.5	-26	1.652	0.329
2453780.5	-26	1.591	0.318
2453840.5	-26	1.545	0.309
2453900.5	-26	1.543	0.309
2453960.5	-26	1.531	0.306
2454020.5	-26	1.547	0.309
2454080.5	-26	1.558	0.311
2454140.5	-26	1.561	0.312
2454200.5	-26	1.562	0.313
2454260.5	-26	1.576	0.316
2454320.5	-26	1.575	0.317
2454380.5	-26	1.572	0.317
2454440.5	-26	1.559	0.316
2454500.5	-26	1.526	0.311
2454560.5	-26	1.522	0.311
2454620.5	-26	1.445	0.299
2454680.5	-26	1.372	0.288
2454740.5	-26	1.328	0.281
2454800.5	-26	1.33	0.282
2454860.5	-26	1.396	0.292
2454920.5	-26	1.4	0.292
2454980.5	-26	1.448	0.3
2455040.5	-26	1.457	0.301
2455100.5	-26	1.461	0.302
2455160.5	-26	1.445	0.3
2455220.5	-26	1.41	0.295
2455280.5	-26	1.371	0.289
2455340.5	-26	1.348	0.286
2455400.5	-26	1.306	0.28
2455460.5	-26	1.287	0.279
2455520.5	-26	1.268	0.277
2455580.5	-26	1.256	0.277
2455640.5	-26	1.21	0.271
2455700.5	-26	1.235	0.276
2455760.5	-26	1.291	0.287
2455820.5	-26	1.376	0.302
2455880.5	-26	1.47	0.32
2455940.5	-26	1.553	0.335
2456000.5	-26	1.599	0.344
2456060.5	-26	1.586	0.342
2456120.5	-26	1.497	0.327
2456180.5	-26	1.424	0.313
2456240.5	-26	1.351	0.299
2456300.5	-26	1.301	0.29
2456360.5	-26	1.182	0.269
2456420.5	-26	1.102	0.256
2456480.5	-26	1.041	0.245
2456540.5	-26	1.002	0.239
2456600.5	-26	0.98	0.235
2456660.5	-26	0.981	0.234
2456720.5	-26	1.013	0.238
2456780.5	-26	1.045	0.241
2456840.5	-26	1.111	0.25
2456900.5	-26	1.189	0.261
2456960.5	-26	1.267	0.272
2457020.5	-26	1.326	0.28
2457080.5	-26	1.371	0.286
2457140.5	-26	1.429	0.294
2457200.5	-26	1.495	0.304
2457260.5	-26	1.556	0.314
2457320.5	-26	1.63	0.326
2457380.5	-26	1.715	0.341
2457440.5	-26	1.799	0.356
2457500.5	-26	1.839	0.364
2457560.5	-26	1.896	0.374
2457620.5	-26	1.884	0.371
2457680.5	-26	1.978	0.39
2457740.5	-26	2.002	0.395
2457800.5	-26	1.979	0.391
2457860.5	-26	1.926	0.381
2457920.5	-26	1.862	0.369
2457980.5	-26	1.793	0.356
2458040.5	-26	1.743	0.347
2458100.5	-26	1.705	0.34
2458160.5	-26	1.685	0.337
2458220.5	-26	1.631	0.328
2458280.5	-26	1.6	0.323
2458340.5	-26	1.554	0.316
2458400.5	-26	1.501	0.307
2458460.5	-26	1.461	0.3
2458520.5	-26	1.454	0.298
2458580.5	-26	1.405	0.29
2458640.5	-26	1.371	0.284
2458700.5	-26	1.333	0.277
2458760.5	-26	1.309	0.274
2445380.5	-24	1.169	0.422
2445440.5	-24	1.164	0.421
2445500.5	-24	1.16	0.42
2445560.5	-24	1.144	0.417
2445620.5	-24	1.122	0.413
2445680.5	-24	1.141	0.417
2445740.5	-24	1.178	0.425
2445800.5	-24	1.215	0.432
2445860.5	-24	1.242	0.438
2445920.5	-24	1.237	0.438
2445980.5	-24	1.228	0.436
2446040.5	-24	1.221	0.435
2446100.5	-24	1.218	0.435
2446160.5	-24	1.219	0.435
2446220.5	-24	1.227	0.437
2446280.5	-24	1.241	0.44
2446340.5	-24	1.259	0.444
2446400.5	-24	1.282	0.449
2446460.5	-24	1.302	0.453
2446520.5	-24	1.333	0.46
2446580.5	-24	1.37	0.468
2446640.5	-24	1.463	0.488
2446700.5	-24	1.508	0.498
2446760.5	-24	1.562	0.511
2446820.5	-24	1.577	0.514
2446880.5	-24	1.601	0.519
2446940.5	-24	1.602	0.519
2447000.5	-24	1.549	0.506
2447060.5	-24	1.47	0.488
2447120.5	-24	1.412	0.475
2447180.5	-24	1.384	0.468
2447240.5	-24	1.326	0.455
2447300.5	-24	1.321	0.454
2447360.5	-24	1.288	0.446
2447420.5	-24	1.276	0.444
2447480.5	-24	1.29	0.447
2447540.5	-24	1.327	0.455
2447600.5	-24	1.385	0.468
2447660.5	-24	1.463	0.485
2447720.5	-24	1.542	0.503
2447780.5	-24	1.608	0.518
2447840.5	-24	1.65	0.528
2447900.5	-24	1.658	0.53
2447960.5	-24	1.651	0.529
2448020.5	-24	1.618	0.521
2448080.5	-24	1.565	0.508
2448140.5	-24	1.493	0.492
2448200.5	-24	1.408	0.473
2448260.5	-24	1.313	0.452
2448320.5	-24	1.262	0.441
2448380.5	-24	1.233	0.434
2448440.5	-24	1.227	0.433
2448500.5	-24	1.248	0.437
2448560.5	-24	1.277	0.443
2448620.5	-24	1.334	0.455
2448680.5	-24	1.362	0.461
2448740.5	-24	1.44	0.477
2448800.5	-24	1.478	0.486
2448860.5	-24	1.486	0.488
2448920.5	-24	1.512	0.493
2448980.5	-24	1.541	0.499
2449040.5	-24	1.57	0.505
2449100.5	-24	1.601	0.511
2449160.5	-24	1.617	0.514
2449220.5	-24	1.62	0.514
2449280.5	-24	1.607	0.511
2449340.5	-24	1.585	0.507
2449400.5	-24	1.55	0.499
2449460.5	-24	1.505	0.49
2449520.5	-24	1.46	0.481
2449580.5	-24	1.426	0.475
2449640.5	-24	1.391	0.469
2449700.5	-24	1.358	0.463
2449760.5	-24	1.334	0.458
2449820.5	-24	1.315	0.455
2449880.5	-24	1.301	0.452
2449940.5	-24	1.321	0.456
2450000.5	-24	1.36	0.465
2450060.5	-24	1.45	0.485
2450120.5	-24	1.45	0.285
2450180.5	-24	1.463	0.288
2450240.5	-24	1.435	0.283
2450300.5	-24	1.359	0.272
2450360.5	-24	1.305	0.264
2450420.5	-24	1.266	0.258
2450480.5	-24	1.232	0.253
2450540.5	-24	1.206	0.249
2450600.5	-24	1.183	0.246
2450660.5	-24	1.173	0.245
2450720.5	-24	1.171	0.245
2450780.5	-24	1.158	0.244
2450840.5	-24	1.145	0.243
2450900.5	-24	1.156	0.245
2450960.5	-24	1.189	0.251
2451020.5	-24	1.233	0.258
2451080.5	-24	1.264	0.264
2451140.5	-24	1.278	0.267
2451200.5	-24	1.303	0.271
2451260.5	-24	1.31	0.272
2451320.5	-24	1.298	0.27
2451380.5	-24	1.317	0.273
2451440.5	-24	1.361	0.28
2451500.5	-24	1.446	0.293
2451560.5	-24	1.502	0.302
2451620.5	-24	1.514	0.303
2451680.5	-24	1.513	0.303
2451740.5	-24	1.491	0.3
2451800.5	-24	1.468	0.296
2451860.5	-24	1.45	0.293
2451920.5	-24	1.431	0.29
2451980.5	-24	1.393	0.284
2452040.5	-24	1.399	0.285
2452100.5	-24	1.439	0.291
2452160.5	-24	1.485	0.298
2452220.5	-24	1.504	0.301
2452280.5	-24	1.516	0.302
2452340.5	-24	1.533	0.304
2452400.5	-24	1.542	0.305
2452460.5	-24	1.533	0.302
2452520.5	-24	1.501	0.296
2452580.5	-24	1.45	0.287
2452640.5	-24	1.412	0.28
2452700.5	-24	1.359	0.272
2452760.5	-24	1.316	0.265
2452820.5	-24	1.292	0.261
2452880.5	-24	1.282	0.259
2452940.5	-24	1.29	0.26
2453000.5	-24	1.311	0.263
2453060.5	-24	1.335	0.266
2453120.5	-24	1.417	0.278
2453180.5	-24	1.457	0.284
2453240.5	-24	1.545	0.298
2453300.5	-24	1.634	0.312
2453360.5	-24	1.707	0.325
2453420.5	-24	1.735	0.33
2453480.5	-24	1.788	0.339
2453540.5	-24	1.816	0.343
2453600.5	-24	1.794	0.339
2453660.5	-24	1.738	0.328
2453720.5	-24	1.688	0.319
2453780.5	-24	1.638	0.31
2453840.5	-24	1.602	0.304
2453900.5	-24	1.584	0.301
2453960.5	-24	1.583	0.301
2454020.5	-24	1.622	0.307
2454080.5	-24	1.679	0.316
2454140.5	-24	1.756	0.329
2454200.5	-24	1.84	0.344
2454260.5	-24	1.912	0.358
2454320.5	-24	1.961	0.368
2454380.5	-24	1.982	0.373
2454440.5	-24	1.966	0.372
2454500.5	-24	1.912	0.363
2454560.5	-24	1.849	0.352
2454620.5	-24	1.697	0.326
2454680.5	-24	1.565	0.305
2454740.5	-24	1.485	0.292
2454800.5	-24	1.447	0.286
2454860.5	-24	1.465	0.288
2454920.5	-24	1.482	0.29
2454980.5	-24	1.503	0.293
2455040.5	-24	1.524	0.297
2455100.5	-24	1.592	0.308
2455160.5	-24	1.645	0.317
2455220.5	-24	1.682	0.323
2455280.5	-24	1.697	0.326
2455340.5	-24	1.68	0.324
2455400.5	-24	1.636	0.317
2455460.5	-24	1.593	0.311
2455520.5	-24	1.504	0.298
2455580.5	-24	1.469	0.294
2455640.5	-24	1.424	0.289
2455700.5	-24	1.436	0.294
2455760.5	-24	1.483	0.304
2455820.5	-24	1.552	0.317
2455880.5	-24	1.624	0.332
2455940.5	-24	1.685	0.344
2456000.5	-24	1.72	0.351
2456060.5	-24	1.708	0.349
2456120.5	-24	1.629	0.335
2456180.5	-24	1.583	0.326
2456240.5	-24	1.526	0.314
2456300.5	-24	1.474	0.303
2456360.5	-24	1.371	0.283
2456420.5	-24	1.275	0.266
2456480.5	-24	1.205	0.254
2456540.5	-24	1.188	0.251
2456600.5	-24	1.169	0.248
2456660.5	-24	1.186	0.249
2456720.5	-24	1.235	0.256
2456780.5	-24	1.296	0.264
2456840.5	-24	1.37	0.275
2456900.5	-24	1.441	0.286
2456960.5	-24	1.482	0.291
2457020.5	-24	1.555	0.302
2457080.5	-24	1.626	0.313
2457140.5	-24	1.673	0.32
2457200.5	-24	1.734	0.329
2457260.5	-24	1.784	0.338
2457320.5	-24	1.84	0.347
2457380.5	-24	1.894	0.356
2457440.5	-24	1.939	0.364
2457500.5	-24	1.965	0.369
2457560.5	-24	2.013	0.377
2457620.5	-24	1.974	0.37
2457680.5	-24	1.985	0.372
2457740.5	-24	1.942	0.364
2457800.5	-24	1.876	0.353
2457860.5	-24	1.812	0.342
2457920.5	-24	1.758	0.333
2457980.5	-24	1.727	0.327
2458040.5	-24	1.731	0.328
2458100.5	-24	1.755	0.332
2458160.5	-24	1.789	0.338
2458220.5	-24	1.798	0.34
2458280.5	-24	1.789	0.338
2458340.5	-24	1.753	0.332
2458400.5	-24	1.701	0.323
2458460.5	-24	1.648	0.313
2458520.5	-24	1.608	0.306
2458580.5	-24	1.503	0.289
2458640.5	-24	1.415	0.275
2458700.5	-24	1.318	0.261
2458760.5	-24	1.238	0.249
2445380.5	-22	1.33	0.473
2445440.5	-22	1.318	0.471
2445500.5	-22	1.3	0.467
2445560.5	-22	1.262	0.459
2445620.5	-22	1.235	0.454
2445680.5	-22	1.245	0.456
2445740.5	-22	1.266	0.461
2445800.5	-22	1.285	0.465
2445860.5	-22	1.286	0.465
2445920.5	-22	1.24	0.456
2445980.5	-22	1.21	0.45
2446040.5	-22	1.196	0.447
2446100.5	-22	1.193	0.446
2446160.5	-22	1.202	0.448
2446220.5	-22	1.213	0.451
2446280.5	-22	1.231	0.454
2446340.5	-22	1.247	0.458
2446400.5	-22	1.266	0.463
2446460.5	-22	1.267	0.463
2446520.5	-22	1.259	0.462
2446580.5	-22	1.242	0.459
2446640.5	-22	1.28	0.467
2446700.5	-22	1.291	0.47
2446760.5	-22	1.303	0.472
2446820.5	-22	1.288	0.468
2446880.5	-22	1.301	0.47
2446940.5	-22	1.304	0.469
2447000.5	-22	1.265	0.46
2447060.5	-22	1.225	0.449
2447120.5	-22	1.194	0.442
2447180.5	-22	1.159	0.433
2447240.5	-22	1.094	0.418
2447300.5	-22	1.063	0.411
2447360.5	-22	1.003	0.399
2447420.5	-22	0.983	0.394
2447480.5	-22	0.989	0.395
2447540.5	-22	1.024	0.403
2447600.5	-22	1.091	0.417
2447660.5	-22	1.189	0.437
2447720.5	-22	1.309	0.463
2447780.5	-22	1.441	0.492
2447840.5	-22	1.571	0.521
2447900.5	-22	1.662	0.542
2447960.5	-22	1.721	0.556
2448020.5	-22	1.73	0.558
2448080.5	-22	1.688	0.548
2448140.5	-22	1.597	0.526
2448200.5	-22	1.469	0.496
2448260.5	-22	1.325	0.464
2448320.5	-22	1.243	0.446
2448380.5	-22	1.189	0.434
2448440.5	-22	1.168	0.429
2448500.5	-22	1.184	0.432
2448560.5	-22	1.22	0.44
2448620.5	-22	1.263	0.448
2448680.5	-22	1.288	0.453
2448740.5	-22	1.354	0.467
2448800.5	-22	1.387	0.474
2448860.5	-22	1.399	0.477
2448920.5	-22	1.409	0.478
2448980.5	-22	1.415	0.478
2449040.5	-22	1.421	0.478
2449100.5	-22	1.429	0.479
2449160.5	-22	1.43	0.478
2449220.5	-22	1.431	0.478
2449280.5	-22	1.427	0.476
2449340.5	-22	1.423	0.476
2449400.5	-22	1.413	0.474
2449460.5	-22	1.402	0.473
2449520.5	-22	1.393	0.472
2449580.5	-22	1.399	0.475
2449640.5	-22	1.398	0.476
2449700.5	-22	1.401	0.478
2449760.5	-22	1.406	0.48
2449820.5	-22	1.408	0.482
2449880.5	-22	1.41	0.482
2449940.5	-22	1.437	0.488
2450000.5	-22	1.476	0.498
2450060.5	-22	1.542	0.512
2450120.5	-22	1.542	0.308
2450180.5	-22	1.54	0.308
2450240.5	-22	1.518	0.304
2450300.5	-22	1.47	0.297
2450360.5	-22	1.426	0.29
2450420.5	-22	1.392	0.284
2450480.5	-22	1.357	0.279
2450540.5	-22	1.319	0.273
2450600.5	-22	1.28	0.268
2450660.5	-22	1.252	0.264
2450720.5	-22	1.218	0.259
2450780.5	-22	1.176	0.253
2450840.5	-22	1.132	0.248
2450900.5	-22	1.11	0.245
2450960.5	-22	1.11	0.246
2451020.5	-22	1.131	0.25
2451080.5	-22	1.143	0.252
2451140.5	-22	1.145	0.253
2451200.5	-22	1.167	0.256
2451260.5	-22	1.192	0.261
2451320.5	-22	1.209	0.263
2451380.5	-22	1.247	0.269
2451440.5	-22	1.301	0.277
2451500.5	-22	1.371	0.288
2451560.5	-22	1.409	0.294
2451620.5	-22	1.42	0.296
2451680.5	-22	1.42	0.296
2451740.5	-22	1.405	0.294
2451800.5	-22	1.378	0.289
2451860.5	-22	1.355	0.285
2451920.5	-22	1.326	0.281
2451980.5	-22	1.274	0.273
2452040.5	-22	1.265	0.271
2452100.5	-22	1.287	0.274
2452160.5	-22	1.305	0.276
2452220.5	-22	1.309	0.277
2452280.5	-22	1.301	0.275
2452340.5	-22	1.296	0.274
2452400.5	-22	1.285	0.271
2452460.5	-22	1.267	0.268
2452520.5	-22	1.228	0.262
2452580.5	-22	1.176	0.254
2452640.5	-22	1.14	0.248
2452700.5	-22	1.106	0.242
2452760.5	-22	1.075	0.238
2452820.5	-22	1.039	0.233
2452880.5	-22	1.02	0.229
2452940.5	-22	1.018	0.229
2453000.5	-22	1.035	0.23
2453060.5	-22	1.067	0.234
2453120.5	-22	1.125	0.242
2453180.5	-22	1.182	0.25
2453240.5	-22	1.265	0.262
2453300.5	-22	1.359	0.275
2453360.5	-22	1.423	0.285
2453420.5	-22	1.439	0.288
2453480.5	-22	1.467	0.292
2453540.5	-22	1.475	0.293
2453600.5	-22	1.462	0.291
2453660.5	-22	1.428	0.285
2453720.5	-22	1.411	0.281
2453780.5	-22	1.406	0.28
2453840.5	-22	1.419	0.282
2453900.5	-22	1.458	0.287
2453960.5	-22	1.51	0.295
2454020.5	-22	1.591	0.308
2454080.5	-22	1.7	0.327
2454140.5	-22	1.846	0.353
2454200.5	-22	1.996	0.381
2454260.5	-22	2.077	0.398
2454320.5	-22	2.132	0.41
2454380.5	-22	2.123	0.409
2454440.5	-22	2.041	0.394
2454500.5	-22	1.917	0.371
2454560.5	-22	1.752	0.341
2454620.5	-22	1.569	0.31
2454680.5	-22	1.419	0.287
2454740.5	-22	1.328	0.273
2454800.5	-22	1.267	0.263
2454860.5	-22	1.238	0.259
2454920.5	-22	1.219	0.255
2454980.5	-22	1.243	0.258
2455040.5	-22	1.305	0.267
2455100.5	-22	1.432	0.286
2455160.5	-22	1.575	0.309
2455220.5	-22	1.698	0.331
2455280.5	-22	1.784	0.347
2455340.5	-22	1.816	0.354
2455400.5	-22	1.775	0.348
2455460.5	-22	1.696	0.335
2455520.5	-22	1.577	0.316
2455580.5	-22	1.476	0.301
2455640.5	-22	1.381	0.287
2455700.5	-22	1.325	0.28
2455760.5	-22	1.31	0.279
2455820.5	-22	1.322	0.282
2455880.5	-22	1.353	0.288
2455940.5	-22	1.403	0.297
2456000.5	-22	1.464	0.307
2456060.5	-22	1.532	0.319
2456120.5	-22	1.588	0.33
2456180.5	-22	1.663	0.343
2456240.5	-22	1.712	0.351
2456300.5	-22	1.704	0.348
2456360.5	-22	1.617	0.33
2456420.5	-22	1.533	0.314
2456480.5	-22	1.463	0.301
2456540.5	-22	1.449	0.298
2456600.5	-22	1.428	0.294
2456660.5	-22	1.424	0.293
2456720.5	-22	1.446	0.296
2456780.5	-22	1.47	0.299
2456840.5	-22	1.489	0.302
2456900.5	-22	1.52	0.307
2456960.5	-22	1.553	0.312
2457020.5	-22	1.594	0.318
2457080.5	-22	1.622	0.322
2457140.5	-22	1.621	0.321
2457200.5	-22	1.624	0.321
2457260.5	-22	1.643	0.324
2457320.5	-22	1.658	0.326
2457380.5	-22	1.674	0.328
2457440.5	-22	1.695	0.331
2457500.5	-22	1.752	0.341
2457560.5	-22	1.787	0.347
2457620.5	-22	1.783	0.346
2457680.5	-22	1.774	0.344
2457740.5	-22	1.724	0.335
2457800.5	-22	1.665	0.324
2457860.5	-22	1.618	0.316
2457920.5	-22	1.584	0.31
2457980.5	-22	1.589	0.31
2458040.5	-22	1.624	0.315
2458100.5	-22	1.679	0.324
2458160.5	-22	1.747	0.335
2458220.5	-22	1.784	0.342
2458280.5	-22	1.796	0.344
2458340.5	-22	1.809	0.347
2458400.5	-22	1.825	0.35
2458460.5	-22	1.821	0.349
2458520.5	-22	1.795	0.345
2458580.5	-22	1.7	0.328
2458640.5	-22	1.605	0.312
2458700.5	-22	1.507	0.296
2458760.5	-22	1.399	0.278
2445380.5	-20	1.238	0.491
2445440.5	-20	1.23	0.489
2445500.5	-20	1.223	0.487
2445560.5	-20	1.198	0.482
2445620.5	-20	1.203	0.484
2445680.5	-20	1.226	0.49
2445740.5	-20	1.247	0.496
2445800.5	-20	1.258	0.499
2445860.5	-20	1.249	0.497
2445920.5	-20	1.182	0.483
2445980.5	-20	1.147	0.475
2446040.5	-20	1.13	0.472
2446100.5	-20	1.127	0.472
2446160.5	-20	1.13	0.473
2446220.5	-20	1.135	0.474
2446280.5	-20	1.137	0.475
2446340.5	-20	1.136	0.475
2446400.5	-20	1.142	0.476
2446460.5	-20	1.117	0.471
2446520.5	-20	1.067	0.461
2446580.5	-20	1.005	0.448
2446640.5	-20	0.982	0.443
2446700.5	-20	0.948	0.435
2446760.5	-20	0.918	0.428
2446820.5	-20	0.889	0.421
2446880.5	-20	0.886	0.419
2446940.5	-20	0.886	0.417
2447000.5	-20	0.87	0.412
2447060.5	-20	0.877	0.412
2447120.5	-20	0.89	0.414
2447180.5	-20	0.887	0.412
2447240.5	-20	0.862	0.405
2447300.5	-20	0.854	0.403
2447360.5	-20	0.812	0.393
2447420.5	-20	0.809	0.392
2447480.5	-20	0.825	0.395
2447540.5	-20	0.867	0.404
2447600.5	-20	0.935	0.419
2447660.5	-20	1.037	0.442
2447720.5	-20	1.17	0.472
2447780.5	-20	1.329	0.509
2447840.5	-20	1.513	0.553
2447900.5	-20	1.648	0.588
2447960.5	-20	1.73	0.608
2448020.5	-20	1.739	0.61
2448080.5	-20	1.678	0.592
2448140.5	-20	1.556	0.559
2448200.5	-20	1.397	0.519
2448260.5	-20	1.236	0.481
2448320.5	-20	1.131	0.456
2448380.5	-20	1.055	0.438
2448440.5	-20	1.014	0.428
2448500.5	-20	1.011	0.427
2448560.5	-20	1.034	0.432
2448620.5	-20	1.051	0.435
2448680.5	-20	1.065	0.438
2448740.5	-20	1.114	0.448
2448800.5	-20	1.138	0.453
2448860.5	-20	1.155	0.456
2448920.5	-20	1.158	0.456
2448980.5	-20	1.149	0.453
2449040.5	-20	1.137	0.449
2449100.5	-20	1.133	0.447
2449160.5	-20	1.134	0.446
2449220.5	-20	1.141	0.447
2449280.5	-20	1.153	0.449
2449340.5	-20	1.173	0.454
2449400.5	-20	1.192	0.458
2449460.5	-20	1.213	0.464
2449520.5	-20	1.237	0.471
2449580.5	-20	1.27	0.48
2449640.5	-20	1.292	0.487
2449700.5	-20	1.308	0.492
2449760.5	-20	1.316	0.495
2449820.5	-20	1.311	0.495
2449880.5	-20	1.301	0.493
2449940.5	-20	1.298	0.493
2450000.5	-20	1.292	0.492
2450060.5	-20	1.296	0.493
2450120.5	-20	1.296	0.307
2450180.5	-20	1.273	0.303
2450240.5	-20	1.261	0.301
2450300.5	-20	1.266	0.302
2450360.5	-20	1.26	0.301
2450420.5	-20	1.258	0.3
2450480.5	-20	1.252	0.3
2450540.5	-20	1.239	0.298
2450600.5	-20	1.216	0.294
2450660.5	-20	1.192	0.29
2450720.5	-20	1.155	0.285
2450780.5	-20	1.114	0.279
2450840.5	-20	1.068	0.272
2450900.5	-20	1.033	0.267
2450960.5	-20	1.004	0.263
2451020.5	-20	1.002	0.264
2451080.5	-20	0.989	0.263
2451140.5	-20	0.979	0.261
2451200.5	-20	0.991	0.264
2451260.5	-20	1.02	0.269
2451320.5	-20	1.056	0.275
2451380.5	-20	1.103	0.282
2451440.5	-20	1.156	0.292
2451500.5	-20	1.211	0.301
2451560.5	-20	1.238	0.306
2451620.5	-20	1.257	0.31
2451680.5	-20	1.275	0.313
2451740.5	-20	1.292	0.316
2451800.5	-20	1.285	0.315
2451860.5	-20	1.272	0.312
2451920.5	-20	1.246	0.308
2451980.5	-20	1.197	0.299
2452040.5	-20	1.166	0.293
2452100.5	-20	1.152	0.29
