Julian Date	Pc Latitude (deg)	Radiance x10^2 (nWcm^(-2)sr^(-1)(cm^-1)^(-1)))	Uncertainty (x10^2 (nWcm^(-2)sr^(-1)(cm^-1)^(-1))) Wavelength (µm)
   2452760.5000  -49.0      0.28947      0.00774  10.77
   2452820.5000  -49.0      0.29223      0.00774  10.77
   2452880.5000  -49.0      0.29464      0.00774  10.77
   2452940.5000  -49.0      0.29630      0.00774  10.77
   2453000.5000  -49.0      0.29702      0.00774  10.77
   2453060.5000  -49.0      0.29685      0.00774  10.77
   2453120.5000  -49.0      0.29633      0.00774  10.77
   2453180.5000  -49.0      0.29567      0.00774  10.77
   2453240.5000  -49.0      0.29497      0.00774  10.77
   2453300.5000  -49.0      0.29432      0.00774  10.77
   2453360.5000  -49.0      0.29379      0.00774  10.77
   2453420.5000  -49.0      0.29334      0.00774  10.77
   2453480.5000  -49.0      0.29303      0.00774  10.77
   2453540.5000  -49.0      0.29157      0.00774  10.77
   2453600.5000  -49.0      0.28961      0.00774  10.77
   2453660.5000  -49.0      0.28681      0.00774  10.77
   2453720.5000  -49.0      0.28540      0.00774  10.77
   2453780.5000  -49.0      0.28511      0.00774  10.77
   2453840.5000  -49.0      0.28563      0.00774  10.77
   2453900.5000  -49.0      0.28680      0.00774  10.77
   2453960.5000  -49.0      0.28833      0.00774  10.77
   2454020.5000  -49.0      0.28989      0.00774  10.77
   2454080.5000  -49.0      0.29109      0.00774  10.77
   2454140.5000  -49.0      0.29049      0.00774  10.77
   2454200.5000  -49.0      0.28876      0.00774  10.77
   2454260.5000  -49.0      0.28625      0.00774  10.77
   2454320.5000  -49.0      0.28454      0.00774  10.77
   2454380.5000  -49.0      0.28329      0.00774  10.77
   2454440.5000  -49.0      0.28254      0.00774  10.77
   2454500.5000  -49.0      0.28217      0.00774  10.77
   2454560.5000  -49.0      0.28193      0.00774  10.77
   2454620.5000  -49.0      0.28219      0.00774  10.77
   2454680.5000  -49.0      0.28393      0.00774  10.77
   2454740.5000  -49.0      0.28465      0.00774  10.77
   2454800.5000  -49.0      0.28432      0.00774  10.77
   2454860.5000  -49.0      0.28298      0.00774  10.77
   2454920.5000  -49.0      0.28234      0.00774  10.77
   2454980.5000  -49.0      0.28008      0.00774  10.77
   2455040.5000  -49.0      0.27696      0.00774  10.77
   2455100.5000  -49.0      0.27294      0.00774  10.77
   2455160.5000  -49.0      0.27014      0.00774  10.77
   2455220.5000  -49.0      0.26746      0.00774  10.77
   2455280.5000  -49.0      0.26532      0.00774  10.77
   2455340.5000  -49.0      0.26424      0.00774  10.77
   2455400.5000  -49.0      0.26450      0.00774  10.77
   2455460.5000  -49.0      0.26608      0.00774  10.77
   2455520.5000  -49.0      0.26759      0.00774  10.77
   2455580.5000  -49.0      0.26933      0.00774  10.77
   2455640.5000  -49.0      0.27134      0.00774  10.77
   2455700.5000  -49.0      0.27304      0.00774  10.77
   2455760.5000  -49.0      0.27401      0.00774  10.77
   2455820.5000  -49.0      0.27403      0.00774  10.77
   2455880.5000  -49.0      0.27309      0.00774  10.77
   2455940.5000  -49.0      0.27140      0.00774  10.77
   2456000.5000  -49.0      0.26945      0.00774  10.77
   2456060.5000  -49.0      0.26802      0.00774  10.77
   2456120.5000  -49.0      0.26822      0.00774  10.77
   2456180.5000  -49.0      0.26757      0.00774  10.77
   2456240.5000  -49.0      0.26651      0.00774  10.77
   2456300.5000  -49.0      0.26489      0.00774  10.77
   2456360.5000  -49.0      0.26387      0.00774  10.77
   2456420.5000  -49.0      0.26285      0.00774  10.77
   2456480.5000  -49.0      0.26234      0.00774  10.77
   2456540.5000  -49.0      0.26272      0.00774  10.77
   2456600.5000  -49.0      0.26395      0.00774  10.77
   2456660.5000  -49.0      0.26546      0.00774  10.77
   2456720.5000  -49.0      0.26747      0.00774  10.77
   2456780.5000  -49.0      0.26901      0.00774  10.77
   2456840.5000  -49.0      0.27116      0.00774  10.77
   2456900.5000  -49.0      0.27295      0.00774  10.77
   2456960.5000  -49.0      0.27382      0.00774  10.77
   2457020.5000  -49.0      0.27534      0.00774  10.77
   2457080.5000  -49.0      0.27638      0.00774  10.77
   2457140.5000  -49.0      0.27727      0.00774  10.77
   2457200.5000  -49.0      0.27804      0.00774  10.77
   2457260.5000  -49.0      0.27966      0.00774  10.77
   2457320.5000  -49.0      0.28102      0.00774  10.77
   2457380.5000  -49.0      0.28202      0.00774  10.77
   2457440.5000  -49.0      0.28260      0.00774  10.77
   2457500.5000  -49.0      0.28278      0.00774  10.77
   2457560.5000  -49.0      0.28315      0.00774  10.77
   2457620.5000  -49.0      0.28230      0.00774  10.77
   2457680.5000  -49.0      0.28093      0.00774  10.77
   2457740.5000  -49.0      0.27954      0.00774  10.77
   2457800.5000  -49.0      0.27847      0.00774  10.77
   2457860.5000  -49.0      0.27794      0.00774  10.77
   2457920.5000  -49.0      0.27782      0.00774  10.77
   2457980.5000  -49.0      0.27829      0.00774  10.77
   2458040.5000  -49.0      0.27993      0.00774  10.77
   2458100.5000  -49.0      0.28207      0.00774  10.77
   2458160.5000  -49.0      0.28411      0.00774  10.77
   2458220.5000  -49.0      0.28521      0.00774  10.77
   2458280.5000  -49.0      0.28644      0.00774  10.77
   2458340.5000  -49.0      0.28686      0.00774  10.77
   2458400.5000  -49.0      0.28643      0.00774  10.77
   2458460.5000  -49.0      0.28483      0.00774  10.77
   2458520.5000  -49.0      0.28184      0.00774  10.77
   2458580.5000  -49.0      0.27795      0.00774  10.77
   2458640.5000  -49.0      0.27363      0.00774  10.77
   2458700.5000  -49.0      0.27001      0.00774  10.77
   2458760.5000  -49.0      0.26634      0.00774  10.77
   2445380.5000  -48.0      0.29508      0.00794  10.77
   2445440.5000  -48.0      0.29519      0.00794  10.77
   2445500.5000  -48.0      0.29522      0.00794  10.77
   2445560.5000  -48.0      0.29510      0.00794  10.77
   2445620.5000  -48.0      0.29483      0.00794  10.77
   2445680.5000  -48.0      0.29444      0.00794  10.77
   2445740.5000  -48.0      0.29389      0.00794  10.77
   2445800.5000  -48.0      0.29320      0.00794  10.77
   2445860.5000  -48.0      0.29241      0.00794  10.77
   2445920.5000  -48.0      0.29161      0.00794  10.77
   2445980.5000  -48.0      0.29085      0.00794  10.77
   2446040.5000  -48.0      0.29013      0.00794  10.77
   2446100.5000  -48.0      0.28947      0.00794  10.77
   2446160.5000  -48.0      0.28890      0.00794  10.77
   2446220.5000  -48.0      0.28843      0.00794  10.77
   2446280.5000  -48.0      0.28808      0.00794  10.77
   2446340.5000  -48.0      0.28782      0.00794  10.77
   2446400.5000  -48.0      0.28733      0.00794  10.77
   2446460.5000  -48.0      0.28712      0.00794  10.77
   2446520.5000  -48.0      0.28700      0.00794  10.77
   2446580.5000  -48.0      0.28678      0.00794  10.77
   2446640.5000  -48.0      0.28672      0.00794  10.77
   2446700.5000  -48.0      0.28658      0.00794  10.77
   2446760.5000  -48.0      0.28627      0.00794  10.77
   2446820.5000  -48.0      0.28667      0.00794  10.77
   2446880.5000  -48.0      0.28562      0.00794  10.77
   2446940.5000  -48.0      0.28363      0.00794  10.77
   2447000.5000  -48.0      0.28114      0.00794  10.77
   2447060.5000  -48.0      0.27855      0.00794  10.77
   2447120.5000  -48.0      0.27648      0.00794  10.77
   2447180.5000  -48.0      0.27449      0.00794  10.77
   2447240.5000  -48.0      0.27241      0.00794  10.77
   2447300.5000  -48.0      0.27074      0.00794  10.77
   2447360.5000  -48.0      0.26981      0.00794  10.77
   2447420.5000  -48.0      0.26981      0.00794  10.77
   2447480.5000  -48.0      0.27081      0.00794  10.77
   2447540.5000  -48.0      0.27277      0.00794  10.77
   2447600.5000  -48.0      0.27554      0.00794  10.77
   2447660.5000  -48.0      0.27887      0.00794  10.77
   2447720.5000  -48.0      0.28241      0.00794  10.77
   2447780.5000  -48.0      0.28576      0.00794  10.77
   2447840.5000  -48.0      0.28842      0.00794  10.77
   2447900.5000  -48.0      0.29071      0.00794  10.77
   2447960.5000  -48.0      0.29231      0.00794  10.77
   2448020.5000  -48.0      0.29317      0.00794  10.77
   2448080.5000  -48.0      0.29338      0.00794  10.77
   2448140.5000  -48.0      0.29320      0.00794  10.77
   2448200.5000  -48.0      0.29308      0.00794  10.77
   2448260.5000  -48.0      0.29367      0.00794  10.77
   2448320.5000  -48.0      0.29296      0.00794  10.77
   2448380.5000  -48.0      0.29199      0.00794  10.77
   2448440.5000  -48.0      0.29099      0.00794  10.77
   2448500.5000  -48.0      0.29031      0.00794  10.77
   2448560.5000  -48.0      0.29028      0.00794  10.77
   2448620.5000  -48.0      0.29018      0.00794  10.77
   2448680.5000  -48.0      0.28982      0.00794  10.77
   2448740.5000  -48.0      0.28946      0.00794  10.77
   2448800.5000  -48.0      0.28910      0.00794  10.77
   2448860.5000  -48.0      0.28881      0.00794  10.77
   2448920.5000  -48.0      0.28852      0.00794  10.77
   2448980.5000  -48.0      0.28817      0.00794  10.77
   2449040.5000  -48.0      0.28774      0.00794  10.77
   2449100.5000  -48.0      0.28723      0.00794  10.77
   2449160.5000  -48.0      0.28669      0.00794  10.77
   2449220.5000  -48.0      0.28617      0.00794  10.77
   2449280.5000  -48.0      0.28574      0.00794  10.77
   2449340.5000  -48.0      0.28546      0.00794  10.77
   2449400.5000  -48.0      0.28540      0.00794  10.77
   2449460.5000  -48.0      0.28559      0.00794  10.77
   2449520.5000  -48.0      0.28607      0.00794  10.77
   2449580.5000  -48.0      0.28703      0.00794  10.77
   2449640.5000  -48.0      0.28823      0.00794  10.77
   2449700.5000  -48.0      0.28879      0.00794  10.77
   2449760.5000  -48.0      0.28963      0.00794  10.77
   2449820.5000  -48.0      0.29122      0.00794  10.77
   2449880.5000  -48.0      0.29366      0.00794  10.77
   2449940.5000  -48.0      0.29680      0.00794  10.77
   2450000.5000  -48.0      0.30029      0.00794  10.77
   2450060.5000  -48.0      0.30436      0.00794  10.77
   2450120.5000  -48.0      0.30887      0.00794  10.77
   2450180.5000  -48.0      0.31025      0.00794  10.77
   2450240.5000  -48.0      0.30887      0.00794  10.77
   2450300.5000  -48.0      0.30473      0.00794  10.77
   2450360.5000  -48.0      0.29950      0.00794  10.77
   2450420.5000  -48.0      0.29344      0.00794  10.77
   2450480.5000  -48.0      0.28705      0.00794  10.77
   2450540.5000  -48.0      0.28078      0.00794  10.77
   2450600.5000  -48.0      0.27509      0.00794  10.77
   2450660.5000  -48.0      0.27064      0.00794  10.77
   2450720.5000  -48.0      0.26636      0.00794  10.77
   2450780.5000  -48.0      0.26517      0.00794  10.77
   2450840.5000  -48.0      0.26562      0.00794  10.77
   2450900.5000  -48.0      0.26574      0.00794  10.77
   2450960.5000  -48.0      0.26801      0.00794  10.77
   2451020.5000  -48.0      0.27071      0.00794  10.77
   2451080.5000  -48.0      0.27440      0.00794  10.77
   2451140.5000  -48.0      0.27720      0.00794  10.77
   2451200.5000  -48.0      0.27991      0.00794  10.77
   2451260.5000  -48.0      0.28015      0.00794  10.77
   2451320.5000  -48.0      0.27819      0.00794  10.77
   2451380.5000  -48.0      0.27486      0.00794  10.77
   2451440.5000  -48.0      0.27117      0.00794  10.77
   2451500.5000  -48.0      0.26873      0.00794  10.77
   2451560.5000  -48.0      0.26772      0.00794  10.77
   2451620.5000  -48.0      0.26527      0.00794  10.77
   2451680.5000  -48.0      0.26315      0.00794  10.77
   2451740.5000  -48.0      0.26062      0.00794  10.77
   2451800.5000  -48.0      0.25865      0.00794  10.77
   2451860.5000  -48.0      0.25674      0.00794  10.77
   2451920.5000  -48.0      0.25507      0.00794  10.77
   2451980.5000  -48.0      0.25396      0.00794  10.77
   2452040.5000  -48.0      0.25306      0.00794  10.77
   2452100.5000  -48.0      0.25301      0.00794  10.77
   2452160.5000  -48.0      0.25340      0.00794  10.77
   2452220.5000  -48.0      0.25680      0.00794  10.77
   2452280.5000  -48.0      0.26052      0.00794  10.77
   2452340.5000  -48.0      0.26321      0.00794  10.77
   2452400.5000  -48.0      0.26702      0.00794  10.77
   2452460.5000  -48.0      0.27013      0.00794  10.77
   2452520.5000  -48.0      0.27447      0.00794  10.77
   2452580.5000  -48.0      0.27945      0.00794  10.77
   2452640.5000  -48.0      0.28530      0.00794  10.77
   2452700.5000  -48.0      0.28982      0.00794  10.77
   2452760.5000  -48.0      0.29356      0.00794  10.77
   2452820.5000  -48.0      0.29596      0.00794  10.77
   2452880.5000  -48.0      0.29797      0.00794  10.77
   2452940.5000  -48.0      0.29917      0.00794  10.77
   2453000.5000  -48.0      0.29937      0.00794  10.77
   2453060.5000  -48.0      0.29865      0.00794  10.77
   2453120.5000  -48.0      0.29775      0.00794  10.77
   2453180.5000  -48.0      0.29660      0.00794  10.77
   2453240.5000  -48.0      0.29539      0.00794  10.77
   2453300.5000  -48.0      0.29427      0.00794  10.77
   2453360.5000  -48.0      0.29334      0.00794  10.77
   2453420.5000  -48.0      0.29257      0.00794  10.77
   2453480.5000  -48.0      0.29204      0.00794  10.77
   2453540.5000  -48.0      0.29067      0.00794  10.77
   2453600.5000  -48.0      0.28906      0.00794  10.77
   2453660.5000  -48.0      0.28671      0.00794  10.77
   2453720.5000  -48.0      0.28599      0.00794  10.77
   2453780.5000  -48.0      0.28652      0.00794  10.77
   2453840.5000  -48.0      0.28789      0.00794  10.77
   2453900.5000  -48.0      0.28983      0.00794  10.77
   2453960.5000  -48.0      0.29213      0.00794  10.77
   2454020.5000  -48.0      0.29415      0.00794  10.77
   2454080.5000  -48.0      0.29560      0.00794  10.77
   2454140.5000  -48.0      0.29489      0.00794  10.77
   2454200.5000  -48.0      0.29296      0.00794  10.77
   2454260.5000  -48.0      0.29030      0.00794  10.77
   2454320.5000  -48.0      0.28856      0.00794  10.77
   2454380.5000  -48.0      0.28741      0.00794  10.77
   2454440.5000  -48.0      0.28683      0.00794  10.77
   2454500.5000  -48.0      0.28668      0.00794  10.77
   2454560.5000  -48.0      0.28665      0.00794  10.77
   2454620.5000  -48.0      0.28670      0.00794  10.77
   2454680.5000  -48.0      0.28981      0.00794  10.77
   2454740.5000  -48.0      0.28898      0.00794  10.77
   2454800.5000  -48.0      0.28524      0.00794  10.77
   2454860.5000  -48.0      0.27958      0.00794  10.77
   2454920.5000  -48.0      0.27413      0.00794  10.77
   2454980.5000  -48.0      0.26741      0.00794  10.77
   2455040.5000  -48.0      0.26055      0.00794  10.77
   2455100.5000  -48.0      0.25380      0.00794  10.77
   2455160.5000  -48.0      0.24973      0.00794  10.77
   2455220.5000  -48.0      0.24717      0.00794  10.77
   2455280.5000  -48.0      0.24657      0.00794  10.77
   2455340.5000  -48.0      0.24830      0.00794  10.77
   2455400.5000  -48.0      0.25248      0.00794  10.77
   2455460.5000  -48.0      0.25842      0.00794  10.77
   2455520.5000  -48.0      0.26462      0.00794  10.77
   2455580.5000  -48.0      0.27025      0.00794  10.77
   2455640.5000  -48.0      0.27531      0.00794  10.77
   2455700.5000  -48.0      0.27902      0.00794  10.77
   2455760.5000  -48.0      0.28086      0.00794  10.77
   2455820.5000  -48.0      0.28063      0.00794  10.77
   2455880.5000  -48.0      0.27851      0.00794  10.77
   2455940.5000  -48.0      0.27514      0.00794  10.77
   2456000.5000  -48.0      0.27166      0.00794  10.77
   2456060.5000  -48.0      0.26987      0.00794  10.77
   2456120.5000  -48.0      0.27225      0.00794  10.77
   2456180.5000  -48.0      0.27199      0.00794  10.77
   2456240.5000  -48.0      0.27139      0.00794  10.77
   2456300.5000  -48.0      0.27037      0.00794  10.77
   2456360.5000  -48.0      0.26980      0.00794  10.77
   2456420.5000  -48.0      0.26918      0.00794  10.77
   2456480.5000  -48.0      0.26898      0.00794  10.77
   2456540.5000  -48.0      0.26959      0.00794  10.77
   2456600.5000  -48.0      0.27093      0.00794  10.77
   2456660.5000  -48.0      0.27241      0.00794  10.77
   2456720.5000  -48.0      0.27416      0.00794  10.77
   2456780.5000  -48.0      0.27549      0.00794  10.77
   2456840.5000  -48.0      0.27755      0.00794  10.77
   2456900.5000  -48.0      0.27947      0.00794  10.77
   2456960.5000  -48.0      0.28061      0.00794  10.77
   2457020.5000  -48.0      0.28211      0.00794  10.77
   2457080.5000  -48.0      0.28290      0.00794  10.77
   2457140.5000  -48.0      0.28365      0.00794  10.77
   2457200.5000  -48.0      0.28419      0.00794  10.77
   2457260.5000  -48.0      0.28563      0.00794  10.77
   2457320.5000  -48.0      0.28662      0.00794  10.77
   2457380.5000  -48.0      0.28713      0.00794  10.77
   2457440.5000  -48.0      0.28720      0.00794  10.77
   2457500.5000  -48.0      0.28688      0.00794  10.77
   2457560.5000  -48.0      0.28690      0.00794  10.77
   2457620.5000  -48.0      0.28565      0.00794  10.77
   2457680.5000  -48.0      0.28389      0.00794  10.77
   2457740.5000  -48.0      0.28217      0.00794  10.77
   2457800.5000  -48.0      0.28088      0.00794  10.77
   2457860.5000  -48.0      0.28024      0.00794  10.77
   2457920.5000  -48.0      0.27999      0.00794  10.77
   2457980.5000  -48.0      0.28061      0.00794  10.77
   2458040.5000  -48.0      0.28245      0.00794  10.77
   2458100.5000  -48.0      0.28473      0.00794  10.77
   2458160.5000  -48.0      0.28675      0.00794  10.77
   2458220.5000  -48.0      0.28791      0.00794  10.77
   2458280.5000  -48.0      0.28931      0.00794  10.77
   2458340.5000  -48.0      0.28988      0.00794  10.77
   2458400.5000  -48.0      0.28939      0.00794  10.77
   2458460.5000  -48.0      0.28767      0.00794  10.77
   2458520.5000  -48.0      0.28439      0.00794  10.77
   2458580.5000  -48.0      0.28039      0.00794  10.77
   2458640.5000  -48.0      0.27595      0.00794  10.77
   2458700.5000  -48.0      0.27226      0.00794  10.77
   2458760.5000  -48.0      0.26832      0.00794  10.77
   2445380.5000  -47.0      0.29485      0.00826  10.77
   2445440.5000  -47.0      0.29486      0.00826  10.77
   2445500.5000  -47.0      0.29475      0.00826  10.77
   2445560.5000  -47.0      0.29458      0.00826  10.77
   2445620.5000  -47.0      0.29432      0.00826  10.77
   2445680.5000  -47.0      0.29390      0.00826  10.77
   2445740.5000  -47.0      0.29338      0.00826  10.77
   2445800.5000  -47.0      0.29276      0.00826  10.77
   2445860.5000  -47.0      0.29207      0.00826  10.77
   2445920.5000  -47.0      0.29138      0.00826  10.77
   2445980.5000  -47.0      0.29070      0.00826  10.77
   2446040.5000  -47.0      0.29004      0.00826  10.77
   2446100.5000  -47.0      0.28943      0.00826  10.77
   2446160.5000  -47.0      0.28889      0.00826  10.77
   2446220.5000  -47.0      0.28844      0.00826  10.77
   2446280.5000  -47.0      0.28808      0.00826  10.77
   2446340.5000  -47.0      0.28779      0.00826  10.77
   2446400.5000  -47.0      0.28729      0.00826  10.77
   2446460.5000  -47.0      0.28703      0.00826  10.77
   2446520.5000  -47.0      0.28689      0.00826  10.77
   2446580.5000  -47.0      0.28666      0.00826  10.77
   2446640.5000  -47.0      0.28657      0.00826  10.77
   2446700.5000  -47.0      0.28640      0.00826  10.77
   2446760.5000  -47.0      0.28608      0.00826  10.77
   2446820.5000  -47.0      0.28641      0.00826  10.77
   2446880.5000  -47.0      0.28541      0.00826  10.77
   2446940.5000  -47.0      0.28355      0.00826  10.77
   2447000.5000  -47.0      0.28124      0.00826  10.77
   2447060.5000  -47.0      0.27884      0.00826  10.77
   2447120.5000  -47.0      0.27696      0.00826  10.77
   2447180.5000  -47.0      0.27513      0.00826  10.77
   2447240.5000  -47.0      0.27319      0.00826  10.77
   2447300.5000  -47.0      0.27158      0.00826  10.77
   2447360.5000  -47.0      0.27065      0.00826  10.77
   2447420.5000  -47.0      0.27057      0.00826  10.77
   2447480.5000  -47.0      0.27144      0.00826  10.77
   2447540.5000  -47.0      0.27322      0.00826  10.77
   2447600.5000  -47.0      0.27578      0.00826  10.77
   2447660.5000  -47.0      0.27888      0.00826  10.77
   2447720.5000  -47.0      0.28222      0.00826  10.77
   2447780.5000  -47.0      0.28541      0.00826  10.77
   2447840.5000  -47.0      0.28801      0.00826  10.77
   2447900.5000  -47.0      0.29029      0.00826  10.77
   2447960.5000  -47.0      0.29194      0.00826  10.77
   2448020.5000  -47.0      0.29293      0.00826  10.77
   2448080.5000  -47.0      0.29331      0.00826  10.77
   2448140.5000  -47.0      0.29332      0.00826  10.77
   2448200.5000  -47.0      0.29335      0.00826  10.77
   2448260.5000  -47.0      0.29402      0.00826  10.77
   2448320.5000  -47.0      0.29345      0.00826  10.77
   2448380.5000  -47.0      0.29262      0.00826  10.77
   2448440.5000  -47.0      0.29175      0.00826  10.77
   2448500.5000  -47.0      0.29120      0.00826  10.77
   2448560.5000  -47.0      0.29129      0.00826  10.77
   2448620.5000  -47.0      0.29131      0.00826  10.77
   2448680.5000  -47.0      0.29108      0.00826  10.77
   2448740.5000  -47.0      0.29085      0.00826  10.77
   2448800.5000  -47.0      0.29062      0.00826  10.77
   2448860.5000  -47.0      0.29069      0.00826  10.77
   2448920.5000  -47.0      0.29045      0.00826  10.77
   2448980.5000  -47.0      0.29000      0.00826  10.77
   2449040.5000  -47.0      0.28945      0.00826  10.77
